Player_Name,Country,Mins,BF,4s,6s,SR,Oppn,Ground,Date,Runs,Not_Outs
S Dhawan,INDIA,29,22,2,0,50,v England,Cardiff,8/27/2014,11,0
V Kohli,INDIA,1,3,0,0,0,v England,Cardiff,8/27/2014,0,0
AM Rahane,INDIA,70,47,4,0,87.23,v England,Cardiff,8/27/2014,41,0
SK Raina,INDIA,106,75,12,3,133.33,v England,Cardiff,8/27/2014,100,0
MS Dhoni,INDIA,94,51,6,0,101.96,v England,Cardiff,8/27/2014,52,0
RA Jadeja,INDIA,20,11,0,0,81.81,v England,Cardiff,8/27/2014,9,1
R Ashwin,INDIA,8,5,2,0,200,v England,Cardiff,8/27/2014,10,1
AM Rahane,INDIA,71,56,6,1,80.35,v England,Nottingham,8/30/2014,45,0
S Dhawan,INDIA,29,23,1,0,69.56,v England,Nottingham,8/30/2014,16,0
V Kohli,INDIA,67,50,2,1,80,v England,Nottingham,8/30/2014,40,0
AT Rayudu,INDIA,101,78,6,0,82.05,v England,Nottingham,8/30/2014,64,1
SK Raina,INDIA,66,42,5,0,100,v England,Nottingham,8/30/2014,42,0
RA Jadeja,INDIA,10,9,1,0,133.33,v England,Nottingham,8/30/2014,12,1
AM Rahane,INDIA,121,100,10,4,106,v England,Birmingham,9/2/2014,106,0
S Dhawan,INDIA,132,81,11,4,119.75,v England,Birmingham,9/2/2014,97,1
V Kohli,INDIA,9,3,0,0,33.33,v England,Birmingham,9/2/2014,1,1
AM Rahane,INDIA,2,3,0,0,0,v England,Leeds,9/5/2014,0,0
S Dhawan,INDIA,54,44,4,1,70.45,v England,Leeds,9/5/2014,31,0
V Kohli,INDIA,25,21,2,0,61.9,v England,Leeds,9/5/2014,13,0
AT Rayudu,INDIA,89,65,3,2,81.53,v England,Leeds,9/5/2014,53,0
SK Raina,INDIA,27,23,2,0,78.26,v England,Leeds,9/5/2014,18,0
MS Dhoni,INDIA,63,42,1,1,69.04,v England,Leeds,9/5/2014,29,0
RA Jadeja,INDIA,87,68,9,2,127.94,v England,Leeds,9/5/2014,87,0
R Ashwin,INDIA,28,19,1,0,84.21,v England,Leeds,9/5/2014,16,0
B Kumar,INDIA,6,3,0,0,33.33,v England,Leeds,9/5/2014,1,0
Mohammed Shami,INDIA,2,2,0,0,0,v England,Leeds,9/5/2014,0,0
UT Yadav,INDIA,18,2,0,0,0,v England,Leeds,9/5/2014,0,1
AM Rahane,INDIA,43,22,4,0,109.09,v West Indies,Kochi,10/8/2014,24,0
S Dhawan,INDIA,146,92,9,0,73.91,v West Indies,Kochi,10/8/2014,68,0
V Kohli,INDIA,7,5,0,0,40,v West Indies,Kochi,10/8/2014,2,0
AT Rayudu,INDIA,33,21,1,0,61.9,v West Indies,Kochi,10/8/2014,13,0
SK Raina,INDIA,3,2,0,0,0,v West Indies,Kochi,10/8/2014,0,0
MS Dhoni,INDIA,37,21,0,0,38.09,v West Indies,Kochi,10/8/2014,8,0
RA Jadeja,INDIA,80,36,2,1,91.66,v West Indies,Kochi,10/8/2014,33,1
B Kumar,INDIA,9,10,0,0,20,v West Indies,Kochi,10/8/2014,2,0
A Mishra,INDIA,15,13,1,0,38.46,v West Indies,Kochi,10/8/2014,5,0
MM Sharma,INDIA,8,7,2,0,114.28,v West Indies,Kochi,10/8/2014,8,0
Mohammed Shami,INDIA,26,17,2,1,111.76,v West Indies,Kochi,10/8/2014,19,0
AM Rahane,INDIA,59,28,1,0,42.85,v West Indies,Delhi,10/11/2014,12,0
S Dhawan,INDIA,9,9,0,0,11.11,v West Indies,Delhi,10/11/2014,1,0
AT Rayudu,INDIA,72,54,3,0,59.25,v West Indies,Delhi,10/11/2014,32,0
V Kohli,INDIA,124,78,5,0,79.48,v West Indies,Delhi,10/11/2014,62,0
SK Raina,INDIA,83,60,5,2,103.33,v West Indies,Delhi,10/11/2014,62,0
MS Dhoni,INDIA,66,40,5,1,127.5,v West Indies,Delhi,10/11/2014,51,1
RA Jadeja,INDIA,21,16,0,0,37.5,v West Indies,Delhi,10/11/2014,6,0
B Kumar,INDIA,20,14,1,0,128.57,v West Indies,Delhi,10/11/2014,18,0
Mohammed Shami,INDIA,6,1,0,0,100,v West Indies,Delhi,10/11/2014,1,1
AM Rahane,INDIA,102,79,7,0,86.07,v West Indies,Dharamsala,10/17/2014,68,0
S Dhawan,INDIA,51,35,6,1,100,v West Indies,Dharamsala,10/17/2014,35,0
V Kohli,INDIA,164,114,13,3,111.4,v West Indies,Dharamsala,10/17/2014,127,0
SK Raina,INDIA,81,58,3,5,122.41,v West Indies,Dharamsala,10/17/2014,71,0
MS Dhoni,INDIA,10,5,0,0,120,v West Indies,Dharamsala,10/17/2014,6,0
RA Jadeja,INDIA,4,2,0,0,100,v West Indies,Dharamsala,10/17/2014,2,0
AT Rayudu,INDIA,18,7,0,1,171.42,v West Indies,Dharamsala,10/17/2014,12,1
AM Rahane,INDIA,170,108,13,2,102.77,v Sri Lanka,Cuttack,11/2/2014,111,0
S Dhawan,INDIA,159,107,14,3,105.6,v Sri Lanka,Cuttack,11/2/2014,113,0
SK Raina,INDIA,36,34,4,3,152.94,v Sri Lanka,Cuttack,11/2/2014,52,0
V Kohli,INDIA,34,21,2,0,104.76,v Sri Lanka,Cuttack,11/2/2014,22,0
AT Rayudu,INDIA,22,20,3,0,135,v Sri Lanka,Cuttack,11/2/2014,27,0
WP Saha,INDIA,20,8,1,0,125,v Sri Lanka,Cuttack,11/2/2014,10,1
AR Patel,INDIA,5,4,0,2,350,v Sri Lanka,Cuttack,11/2/2014,14,1
AM Rahane,INDIA,0,19,1,0,42.1,v Sri Lanka,Ahmedabad,11/6/2014,8,0
S Dhawan,INDIA,0,80,7,1,98.75,v Sri Lanka,Ahmedabad,11/6/2014,79,0
AT Rayudu,INDIA,0,118,10,4,102.54,v Sri Lanka,Ahmedabad,11/6/2014,121,1
V Kohli,INDIA,0,44,2,2,111.36,v Sri Lanka,Ahmedabad,11/6/2014,49,0
SK Raina,INDIA,0,6,1,1,233.33,v Sri Lanka,Ahmedabad,11/6/2014,14,0
RA Jadeja,INDIA,0,1,0,0,100,v Sri Lanka,Ahmedabad,11/6/2014,1,1
AM Rahane,INDIA,0,47,5,0,65.95,v Sri Lanka,Hyderabad (Deccan),11/9/2014,31,0
S Dhawan,INDIA,0,79,8,1,115.18,v Sri Lanka,Hyderabad (Deccan),11/9/2014,91,0
AT Rayudu,INDIA,0,46,3,0,76.08,v Sri Lanka,Hyderabad (Deccan),11/9/2014,35,0
V Kohli,INDIA,0,61,4,1,86.88,v Sri Lanka,Hyderabad (Deccan),11/9/2014,53,0
SK Raina,INDIA,0,23,0,1,78.26,v Sri Lanka,Hyderabad (Deccan),11/9/2014,18,1
WP Saha,INDIA,0,10,1,0,60,v Sri Lanka,Hyderabad (Deccan),11/9/2014,6,1
AM Rahane,INDIA,33,24,6,0,116.66,v Sri Lanka,Kolkata,11/13/2014,28,0
RG Sharma,INDIA,225,173,33,9,152.6,v Sri Lanka,Kolkata,11/13/2014,264,0
AT Rayudu,INDIA,24,19,0,0,42.1,v Sri Lanka,Kolkata,11/13/2014,8,0
V Kohli,INDIA,109,64,6,0,103.12,v Sri Lanka,Kolkata,11/13/2014,66,0
SK Raina,INDIA,8,5,1,1,220,v Sri Lanka,Kolkata,11/13/2014,11,0
RV Uthappa,INDIA,48,16,1,0,100,v Sri Lanka,Kolkata,11/13/2014,16,1
AM Rahane,INDIA,10,10,0,0,20,v Sri Lanka,Ranchi,11/16/2014,2,0
RG Sharma,INDIA,18,12,2,0,75,v Sri Lanka,Ranchi,11/16/2014,9,0
AT Rayudu,INDIA,98,69,8,1,85.5,v Sri Lanka,Ranchi,11/16/2014,59,0
V Kohli,INDIA,192,126,12,3,110.31,v Sri Lanka,Ranchi,11/16/2014,139,1
RV Uthappa,INDIA,21,21,2,0,90.47,v Sri Lanka,Ranchi,11/16/2014,19,0
KM Jadhav,INDIA,28,24,3,0,83.33,v Sri Lanka,Ranchi,11/16/2014,20,0
STR Binny,INDIA,15,15,2,0,80,v Sri Lanka,Ranchi,11/16/2014,12,0
R Ashwin,INDIA,2,1,0,0,0,v Sri Lanka,Ranchi,11/16/2014,0,0
AR Patel,INDIA,34,14,2,0,121.42,v Sri Lanka,Ranchi,11/16/2014,17,1
RG Sharma,INDIA,228,139,9,4,99.28,v Australia,Melbourne,1/18/2015,138,0
S Dhawan,INDIA,3,4,0,0,50,v Australia,Melbourne,1/18/2015,2,0
AM Rahane,INDIA,29,22,2,0,54.54,v Australia,Melbourne,1/18/2015,12,0
V Kohli,INDIA,24,16,0,0,56.25,v Australia,Melbourne,1/18/2015,9,0
SK Raina,INDIA,105,63,6,0,80.95,v Australia,Melbourne,1/18/2015,51,0
MS Dhoni,INDIA,42,31,2,0,61.29,v Australia,Melbourne,1/18/2015,19,0
AR Patel,INDIA,2,2,0,0,0,v Australia,Melbourne,1/18/2015,0,0
R Ashwin,INDIA,25,20,0,0,70,v Australia,Melbourne,1/18/2015,14,1
B Kumar,INDIA,1,1,0,0,0,v Australia,Melbourne,1/18/2015,0,0
Mohammed Shami,INDIA,5,3,0,0,66.66,v Australia,Melbourne,1/18/2015,2,1
AM Rahane,INDIA,60,40,1,1,82.5,v England,Brisbane,1/20/2015,33,0
S Dhawan,INDIA,9,5,0,0,20,v England,Brisbane,1/20/2015,1,0
AT Rayudu,INDIA,76,53,2,0,43.39,v England,Brisbane,1/20/2015,23,0
V Kohli,INDIA,13,8,0,0,50,v England,Brisbane,1/20/2015,4,0
SK Raina,INDIA,4,3,0,0,33.33,v England,Brisbane,1/20/2015,1,0
MS Dhoni,INDIA,70,61,1,0,55.73,v England,Brisbane,1/20/2015,34,0
STR Binny,INDIA,84,55,3,2,80,v England,Brisbane,1/20/2015,44,0
AR Patel,INDIA,2,1,0,0,0,v England,Brisbane,1/20/2015,0,0
B Kumar,INDIA,6,5,0,0,100,v England,Brisbane,1/20/2015,5,0
Mohammed Shami,INDIA,13,7,0,0,14.28,v England,Brisbane,1/20/2015,1,0
UT Yadav,INDIA,2,0,0,0,0,v England,Brisbane,1/20/2015,0,1
AM Rahane,INDIA,61,50,2,0,56,v Australia,Sydney,1/26/2015,28,1
S Dhawan,INDIA,24,13,0,0,61.53,v Australia,Sydney,1/26/2015,8,0
AT Rayudu,INDIA,26,24,2,1,95.83,v Australia,Sydney,1/26/2015,23,0
V Kohli,INDIA,8,9,0,0,33.33,v Australia,Sydney,1/26/2015,3,1
AM Rahane,INDIA,152,101,3,1,72.27,v England,Perth,1/30/2015,73,0
S Dhawan,INDIA,85,65,4,0,58.46,v England,Perth,1/30/2015,38,0
V Kohli,INDIA,26,19,0,0,42.1,v England,Perth,1/30/2015,8,0
SK Raina,INDIA,8,5,0,0,20,v England,Perth,1/30/2015,1,0
AT Rayudu,INDIA,21,17,1,0,70.58,v England,Perth,1/30/2015,12,0
MS Dhoni,INDIA,38,32,3,0,53.12,v England,Perth,1/30/2015,17,0
STR Binny,INDIA,16,12,1,0,58.33,v England,Perth,1/30/2015,7,0
RA Jadeja,INDIA,18,9,0,0,55.55,v England,Perth,1/30/2015,5,0
AR Patel,INDIA,7,5,0,0,20,v England,Perth,1/30/2015,1,0
MM Sharma,INDIA,23,6,1,0,116.66,v England,Perth,1/30/2015,7,1
Mohammed Shami,INDIA,18,18,3,1,138.88,v England,Perth,1/30/2015,25,0
RG Sharma,INDIA,35,20,2,0,75,v Pakistan,Adelaide,2/15/2015,15,0
S Dhawan,INDIA,136,76,7,1,96.05,v Pakistan,Adelaide,2/15/2015,73,0
V Kohli,INDIA,168,126,8,0,84.92,v Pakistan,Adelaide,2/15/2015,107,0
SK Raina,INDIA,78,56,5,3,132.14,v Pakistan,Adelaide,2/15/2015,74,0
MS Dhoni,INDIA,22,13,1,1,138.46,v Pakistan,Adelaide,2/15/2015,18,0
RA Jadeja,INDIA,7,5,0,0,60,v Pakistan,Adelaide,2/15/2015,3,0
AM Rahane,INDIA,3,1,0,0,0,v Pakistan,Adelaide,2/15/2015,0,0
R Ashwin,INDIA,4,1,0,0,100,v Pakistan,Adelaide,2/15/2015,1,1
Mohammed Shami,INDIA,2,3,0,0,100,v Pakistan,Adelaide,2/15/2015,3,1
RG Sharma,INDIA,13,6,0,0,0,v South Africa,Melbourne,2/22/2015,0,0
S Dhawan,INDIA,199,146,16,2,93.83,v South Africa,Melbourne,2/22/2015,137,0
V Kohli,INDIA,106,60,3,0,76.66,v South Africa,Melbourne,2/22/2015,46,0
AM Rahane,INDIA,90,60,7,3,131.66,v South Africa,Melbourne,2/22/2015,79,0
SK Raina,INDIA,6,5,1,0,120,v South Africa,Melbourne,2/22/2015,6,0
MS Dhoni,INDIA,22,11,3,0,163.63,v South Africa,Melbourne,2/22/2015,18,0
RA Jadeja,INDIA,4,4,0,0,50,v South Africa,Melbourne,2/22/2015,2,0
R Ashwin,INDIA,14,5,0,0,100,v South Africa,Melbourne,2/22/2015,5,1
Mohammed Shami,INDIA,5,5,1,0,80,v South Africa,Melbourne,2/22/2015,4,1
RG Sharma,INDIA,77,55,10,1,103.63,v U.A.E.,Perth,2/28/2015,57,1
S Dhawan,INDIA,27,17,3,0,82.35,v U.A.E.,Perth,2/28/2015,14,0
V Kohli,INDIA,49,41,5,0,80.48,v U.A.E.,Perth,2/28/2015,33,1
RG Sharma,INDIA,30,18,1,0,38.88,v West Indies,Perth,3/6/2015,7,0
S Dhawan,INDIA,17,14,1,0,64.28,v West Indies,Perth,3/6/2015,9,0
V Kohli,INDIA,51,36,5,0,91.66,v West Indies,Perth,3/6/2015,33,0
AM Rahane,INDIA,56,34,2,0,41.17,v West Indies,Perth,3/6/2015,14,0
SK Raina,INDIA,42,25,2,0,88,v West Indies,Perth,3/6/2015,22,0
MS Dhoni,INDIA,96,56,3,1,80.35,v West Indies,Perth,3/6/2015,45,1
RA Jadeja,INDIA,31,23,2,0,56.52,v West Indies,Perth,3/6/2015,13,0
R Ashwin,INDIA,39,32,0,0,50,v West Indies,Perth,3/6/2015,16,1
RG Sharma,INDIA,99,66,3,3,96.96,v Ireland,Hamilton,3/10/2015,64,0
S Dhawan,INDIA,119,85,11,5,117.64,v Ireland,Hamilton,3/10/2015,100,0
V Kohli,INDIA,64,42,4,1,104.76,v Ireland,Hamilton,3/10/2015,44,1
AM Rahane,INDIA,44,28,6,0,117.85,v Ireland,Hamilton,3/10/2015,33,1
RG Sharma,INDIA,24,21,2,0,76.19,v Zimbabwe,Auckland,3/14/2015,16,0
S Dhawan,INDIA,27,20,1,0,20,v Zimbabwe,Auckland,3/14/2015,4,0
V Kohli,INDIA,71,48,4,0,79.16,v Zimbabwe,Auckland,3/14/2015,38,0
AM Rahane,INDIA,40,24,3,0,79.16,v Zimbabwe,Auckland,3/14/2015,19,0
SK Raina,INDIA,141,104,9,4,105.76,v Zimbabwe,Auckland,3/14/2015,110,1
MS Dhoni,INDIA,113,76,8,2,111.84,v Zimbabwe,Auckland,3/14/2015,85,1
RG Sharma,INDIA,223,126,14,3,108.73,v Bangladesh,Melbourne,3/19/2015,137,0
S Dhawan,INDIA,74,50,3,0,60,v Bangladesh,Melbourne,3/19/2015,30,0
V Kohli,INDIA,6,8,0,0,37.5,v Bangladesh,Melbourne,3/19/2015,3,0
AM Rahane,INDIA,38,37,1,0,51.35,v Bangladesh,Melbourne,3/19/2015,19,0
SK Raina,INDIA,81,57,7,1,114.03,v Bangladesh,Melbourne,3/19/2015,65,0
MS Dhoni,INDIA,28,11,0,0,54.54,v Bangladesh,Melbourne,3/19/2015,6,0
RA Jadeja,INDIA,15,10,4,0,230,v Bangladesh,Melbourne,3/19/2015,23,1
R Ashwin,INDIA,5,3,0,0,100,v Bangladesh,Melbourne,3/19/2015,3,1
RG Sharma,INDIA,83,48,1,2,70.83,v Australia,Sydney,3/26/2015,34,0
S Dhawan,INDIA,57,41,6,1,109.75,v Australia,Sydney,3/26/2015,45,0
V Kohli,INDIA,11,13,0,0,7.69,v Australia,Sydney,3/26/2015,1,0
AM Rahane,INDIA,87,68,2,0,64.7,v Australia,Sydney,3/26/2015,44,0
SK Raina,INDIA,20,11,1,0,63.63,v Australia,Sydney,3/26/2015,7,0
MS Dhoni,INDIA,94,65,3,2,100,v Australia,Sydney,3/26/2015,65,0
RA Jadeja,INDIA,23,17,2,0,94.11,v Australia,Sydney,3/26/2015,16,0
R Ashwin,INDIA,19,13,0,0,38.46,v Australia,Sydney,3/26/2015,5,0
Mohammed Shami,INDIA,11,1,0,0,100,v Australia,Sydney,3/26/2015,1,1
MM Sharma,INDIA,1,1,0,0,0,v Australia,Sydney,3/26/2015,0,0
UT Yadav,INDIA,5,5,0,0,0,v Australia,Sydney,3/26/2015,0,0
RG Sharma,INDIA,100,68,4,1,92.64,v Bangladesh,Dhaka,6/18/2015,63,0
S Dhawan,INDIA,74,38,3,0,78.94,v Bangladesh,Dhaka,6/18/2015,30,0
V Kohli,INDIA,9,4,0,0,25,v Bangladesh,Dhaka,6/18/2015,1,0
AM Rahane,INDIA,27,25,1,0,36,v Bangladesh,Dhaka,6/18/2015,9,0
SK Raina,INDIA,71,40,1,2,100,v Bangladesh,Dhaka,6/18/2015,40,0
MS Dhoni,INDIA,13,7,0,0,71.42,v Bangladesh,Dhaka,6/18/2015,5,0
RA Jadeja,INDIA,56,42,2,0,76.19,v Bangladesh,Dhaka,6/18/2015,32,0
R Ashwin,INDIA,1,1,0,0,0,v Bangladesh,Dhaka,6/18/2015,0,0
B Kumar,INDIA,38,21,2,1,119.04,v Bangladesh,Dhaka,6/18/2015,25,1
MM Sharma,INDIA,17,19,2,0,57.89,v Bangladesh,Dhaka,6/18/2015,11,0
UT Yadav,INDIA,11,11,0,0,18.18,v Bangladesh,Dhaka,6/18/2015,2,0
RG Sharma,INDIA,1,2,0,0,0,v Bangladesh,Dhaka,6/21/2015,0,0
S Dhawan,INDIA,88,60,7,0,88.33,v Bangladesh,Dhaka,6/21/2015,53,0
V Kohli,INDIA,57,27,3,1,85.18,v Bangladesh,Dhaka,6/21/2015,23,0
MS Dhoni,INDIA,112,75,3,0,62.66,v Bangladesh,Dhaka,6/21/2015,47,0
AT Rayudu,INDIA,5,3,0,0,0,v Bangladesh,Dhaka,6/21/2015,0,0
SK Raina,INDIA,57,55,3,0,61.81,v Bangladesh,Dhaka,6/21/2015,34,0
RA Jadeja,INDIA,42,26,1,0,73.07,v Bangladesh,Dhaka,6/21/2015,19,0
AR Patel,INDIA,1,1,0,0,0,v Bangladesh,Dhaka,6/21/2015,0,0
R Ashwin,INDIA,10,10,0,0,40,v Bangladesh,Dhaka,6/21/2015,4,0
B Kumar,INDIA,13,10,0,0,30,v Bangladesh,Dhaka,6/21/2015,3,0
DS Kulkarni,INDIA,3,2,0,0,100,v Bangladesh,Dhaka,6/21/2015,2,1
RG Sharma,INDIA,34,29,2,1,100,v Bangladesh,Dhaka,6/24/2015,29,0
S Dhawan,INDIA,118,73,10,0,102.73,v Bangladesh,Dhaka,6/24/2015,75,0
V Kohli,INDIA,55,35,1,0,71.42,v Bangladesh,Dhaka,6/24/2015,25,0
MS Dhoni,INDIA,112,77,6,1,89.61,v Bangladesh,Dhaka,6/24/2015,69,0
AT Rayudu,INDIA,74,49,3,0,89.79,v Bangladesh,Dhaka,6/24/2015,44,0
SK Raina,INDIA,26,21,3,2,180.95,v Bangladesh,Dhaka,6/24/2015,38,0
STR Binny,INDIA,24,11,2,0,154.54,v Bangladesh,Dhaka,6/24/2015,17,1
AR Patel,INDIA,7,5,0,1,200,v Bangladesh,Dhaka,6/24/2015,10,1
AM Rahane,INDIA,80,49,5,0,69.38,v Zimbabwe,Harare,7/10/2015,34,0
M Vijay,INDIA,14,9,0,0,11.11,v Zimbabwe,Harare,7/10/2015,1,0
AT Rayudu,INDIA,199,133,12,1,93.23,v Zimbabwe,Harare,7/10/2015,124,1
MK Tiwary,INDIA,14,14,0,0,14.28,v Zimbabwe,Harare,7/10/2015,2,0
RV Uthappa,INDIA,6,3,0,0,0,v Zimbabwe,Harare,7/10/2015,0,0
KM Jadhav,INDIA,11,13,1,0,38.46,v Zimbabwe,Harare,7/10/2015,5,0
STR Binny,INDIA,92,76,6,2,101.31,v Zimbabwe,Harare,7/10/2015,77,0
AR Patel,INDIA,5,3,0,0,66.66,v Zimbabwe,Harare,7/10/2015,2,1
AM Rahane,INDIA,101,83,7,0,75.9,v Zimbabwe,Harare,7/12/2015,63,0
M Vijay,INDIA,135,95,1,2,75.78,v Zimbabwe,Harare,7/12/2015,72,0
AT Rayudu,INDIA,71,50,3,0,82,v Zimbabwe,Harare,7/12/2015,41,0
MK Tiwary,INDIA,41,26,0,1,84.61,v Zimbabwe,Harare,7/12/2015,22,0
RV Uthappa,INDIA,20,11,1,0,118.18,v Zimbabwe,Harare,7/12/2015,13,0
STR Binny,INDIA,32,16,3,0,156.25,v Zimbabwe,Harare,7/12/2015,25,0
KM Jadhav,INDIA,19,13,1,0,123.07,v Zimbabwe,Harare,7/12/2015,16,0
Harbhajan Singh,INDIA,8,4,0,0,125,v Zimbabwe,Harare,7/12/2015,5,1
AR Patel,INDIA,2,2,0,0,50,v Zimbabwe,Harare,7/12/2015,1,0
B Kumar,INDIA,1,0,0,0,0,v Zimbabwe,Harare,7/12/2015,0,1
AM Rahane,INDIA,28,22,1,0,68.18,v Zimbabwe,Harare,7/14/2015,15,0
M Vijay,INDIA,37,21,2,0,61.9,v Zimbabwe,Harare,7/14/2015,13,0
RV Uthappa,INDIA,68,44,3,0,70.45,v Zimbabwe,Harare,7/14/2015,31,0
MK Tiwary,INDIA,47,33,0,0,30.3,v Zimbabwe,Harare,7/14/2015,10,0
MK Pandey,INDIA,104,86,4,1,82.55,v Zimbabwe,Harare,7/14/2015,71,0
KM Jadhav,INDIA,110,87,12,1,120.68,v Zimbabwe,Harare,7/14/2015,105,1
STR Binny,INDIA,15,8,2,1,225,v Zimbabwe,Harare,7/14/2015,18,1
RG Sharma,INDIA,215,133,13,6,112.78,v South Africa,Kanpur,10/11/2015,150,0
S Dhawan,INDIA,33,28,5,0,82.14,v South Africa,Kanpur,10/11/2015,23,0
AM Rahane,INDIA,117,82,5,0,73.17,v South Africa,Kanpur,10/11/2015,60,0
V Kohli,INDIA,29,18,0,0,61.11,v South Africa,Kanpur,10/11/2015,11,0
MS Dhoni,INDIA,54,30,1,0,103.33,v South Africa,Kanpur,10/11/2015,31,0
SK Raina,INDIA,3,3,0,0,100,v South Africa,Kanpur,10/11/2015,3,0
STR Binny,INDIA,18,5,0,0,40,v South Africa,Kanpur,10/11/2015,2,0
B Kumar,INDIA,3,1,0,0,100,v South Africa,Kanpur,10/11/2015,1,1
A Mishra,INDIA,1,0,0,0,0,v South Africa,Kanpur,10/11/2015,0,1
RG Sharma,INDIA,6,10,0,0,30,v South Africa,Indore,10/14/2015,3,0
S Dhawan,INDIA,57,34,4,0,67.64,v South Africa,Indore,10/14/2015,23,0
AM Rahane,INDIA,94,63,6,0,80.95,v South Africa,Indore,10/14/2015,51,0
V Kohli,INDIA,24,18,0,0,66.66,v South Africa,Indore,10/14/2015,12,0
MS Dhoni,INDIA,144,86,7,4,106.97,v South Africa,Indore,10/14/2015,92,1
SK Raina,INDIA,6,5,0,0,0,v South Africa,Indore,10/14/2015,0,0
AR Patel,INDIA,20,27,0,1,48.14,v South Africa,Indore,10/14/2015,13,0
B Kumar,INDIA,42,32,1,0,43.75,v South Africa,Indore,10/14/2015,14,0
Harbhajan Singh,INDIA,33,22,2,1,100,v South Africa,Indore,10/14/2015,22,0
UT Yadav,INDIA,3,3,1,0,133.33,v South Africa,Indore,10/14/2015,4,0
MM Sharma,INDIA,16,1,0,0,0,v South Africa,Indore,10/14/2015,0,1
RG Sharma,INDIA,95,74,7,2,87.83,v South Africa,Rajkot,10/18/2015,65,0
S Dhawan,INDIA,45,29,2,0,44.82,v South Africa,Rajkot,10/18/2015,13,0
V Kohli,INDIA,155,99,5,0,77.77,v South Africa,Rajkot,10/18/2015,77,0
MS Dhoni,INDIA,85,61,5,0,77.04,v South Africa,Rajkot,10/18/2015,47,0
SK Raina,INDIA,11,2,0,0,0,v South Africa,Rajkot,10/18/2015,0,0
AM Rahane,INDIA,12,7,0,0,57.14,v South Africa,Rajkot,10/18/2015,4,0
AR Patel,INDIA,23,11,0,1,136.36,v South Africa,Rajkot,10/18/2015,15,1
Harbhajan Singh,INDIA,21,17,1,0,117.64,v South Africa,Rajkot,10/18/2015,20,1
RG Sharma,INDIA,21,19,4,0,110.52,v South Africa,Chennai,10/22/2015,21,0
S Dhawan,INDIA,36,15,0,0,46.66,v South Africa,Chennai,10/22/2015,7,0
V Kohli,INDIA,202,140,6,5,98.57,v South Africa,Chennai,10/22/2015,138,0
AM Rahane,INDIA,79,53,4,0,84.9,v South Africa,Chennai,10/22/2015,45,0
SK Raina,INDIA,87,52,3,1,101.92,v South Africa,Chennai,10/22/2015,53,0
MS Dhoni,INDIA,28,16,1,0,93.75,v South Africa,Chennai,10/22/2015,15,0
Harbhajan Singh,INDIA,2,1,0,0,0,v South Africa,Chennai,10/22/2015,0,0
AR Patel,INDIA,7,4,0,0,100,v South Africa,Chennai,10/22/2015,4,1
B Kumar,INDIA,1,1,0,0,0,v South Africa,Chennai,10/22/2015,0,0
RG Sharma,INDIA,21,20,3,0,80,v South Africa,Mumbai,10/25/2015,16,0
S Dhawan,INDIA,100,59,8,0,101.69,v South Africa,Mumbai,10/25/2015,60,0
V Kohli,INDIA,11,6,0,1,116.66,v South Africa,Mumbai,10/25/2015,7,0
AM Rahane,INDIA,87,58,9,3,150,v South Africa,Mumbai,10/25/2015,87,0
SK Raina,INDIA,10,13,1,1,92.3,v South Africa,Mumbai,10/25/2015,12,0
MS Dhoni,INDIA,50,29,3,0,93.1,v South Africa,Mumbai,10/25/2015,27,0
AR Patel,INDIA,13,8,0,0,62.5,v South Africa,Mumbai,10/25/2015,5,0
Harbhajan Singh,INDIA,6,4,0,0,0,v South Africa,Mumbai,10/25/2015,0,0
B Kumar,INDIA,13,8,0,0,12.5,v South Africa,Mumbai,10/25/2015,1,0
A Mishra,INDIA,12,7,1,0,57.14,v South Africa,Mumbai,10/25/2015,4,0
MM Sharma,INDIA,6,4,0,0,0,v South Africa,Mumbai,10/25/2015,0,1
RG Sharma,INDIA,205,163,13,7,104.9,v Australia,Perth,1/12/2016,171,1
S Dhawan,INDIA,27,22,1,0,40.9,v Australia,Perth,1/12/2016,9,0
V Kohli,INDIA,148,97,9,1,93.81,v Australia,Perth,1/12/2016,91,0
MS Dhoni,INDIA,18,13,1,1,138.46,v Australia,Perth,1/12/2016,18,0
RA Jadeja,INDIA,9,5,1,0,200,v Australia,Perth,1/12/2016,10,1
RG Sharma,INDIA,175,127,11,3,97.63,v Australia,Brisbane,1/15/2016,124,0
S Dhawan,INDIA,10,4,1,0,150,v Australia,Brisbane,1/15/2016,6,0
V Kohli,INDIA,84,67,4,0,88.05,v Australia,Brisbane,1/15/2016,59,0
AM Rahane,INDIA,107,80,6,1,111.25,v Australia,Brisbane,1/15/2016,89,0
MS Dhoni,INDIA,16,10,0,0,110,v Australia,Brisbane,1/15/2016,11,0
MK Pandey,INDIA,13,5,1,0,120,v Australia,Brisbane,1/15/2016,6,0
RA Jadeja,INDIA,9,5,0,0,100,v Australia,Brisbane,1/15/2016,5,0
R Ashwin,INDIA,4,2,0,0,50,v Australia,Brisbane,1/15/2016,1,0
UT Yadav,INDIA,1,0,0,0,0,v Australia,Brisbane,1/15/2016,0,1
RG Sharma,INDIA,17,11,0,0,54.54,v Australia,Melbourne,1/17/2016,6,0
S Dhawan,INDIA,108,91,9,0,74.72,v Australia,Melbourne,1/17/2016,68,0
