Player_Name,Country,Mins,BF,4s,6s,SR,Oppn,Ground,Date,Runs,Not_Outs
RG Sharma,INDIA,19,13,1,0,38.46,v South Africa,Johannesburg,2/10/2018,5,0
S Dhawan,INDIA,163,105,10,2,103.8,v South Africa,Johannesburg,2/10/2018,109,0
V Kohli,INDIA,119,83,7,1,90.36,v South Africa,Johannesburg,2/10/2018,75,0
AM Rahane,INDIA,30,15,1,0,53.33,v South Africa,Johannesburg,2/10/2018,8,0
SS Iyer,INDIA,39,21,2,0,85.71,v South Africa,Johannesburg,2/10/2018,18,0
MS Dhoni,INDIA,66,43,3,1,97.67,v South Africa,Johannesburg,2/10/2018,42,1
HH Pandya,INDIA,17,13,1,0,69.23,v South Africa,Johannesburg,2/10/2018,9,0
B Kumar,INDIA,14,7,0,0,71.42,v South Africa,Johannesburg,2/10/2018,5,0
Kuldeep Yadav,INDIA,3,0,0,0,0,v South Africa,Johannesburg,2/10/2018,0,1
S Dhawan,INDIA,30,23,8,0,147.82,v South Africa,Port Elizabeth,2/13/2018,34,0
RG Sharma,INDIA,179,126,11,4,91.26,v South Africa,Port Elizabeth,2/13/2018,115,0
V Kohli,INDIA,76,54,2,0,66.66,v South Africa,Port Elizabeth,2/13/2018,36,0
AM Rahane,INDIA,25,18,0,0,44.44,v South Africa,Port Elizabeth,2/13/2018,8,0
SS Iyer,INDIA,57,37,2,0,81.08,v South Africa,Port Elizabeth,2/13/2018,30,0
HH Pandya,INDIA,1,1,0,0,0,v South Africa,Port Elizabeth,2/13/2018,0,0
MS Dhoni,INDIA,28,17,1,0,76.47,v South Africa,Port Elizabeth,2/13/2018,13,0
B Kumar,INDIA,26,20,2,0,95,v South Africa,Port Elizabeth,2/13/2018,19,1
Kuldeep Yadav,INDIA,7,4,0,0,50,v South Africa,Port Elizabeth,2/13/2018,2,1
S Dhawan,INDIA,56,34,2,0,52.94,v South Africa,Centurion,2/16/2018,18,0
RG Sharma,INDIA,14,13,3,0,115.38,v South Africa,Centurion,2/16/2018,15,0
V Kohli,INDIA,123,96,19,2,134.37,v South Africa,Centurion,2/16/2018,129,1
AM Rahane,INDIA,81,50,3,0,68,v South Africa,Centurion,2/16/2018,34,1
RG Sharma,INDIA,0,114,15,4,120.17,v England,Nottingham,7/12/2018,137,1
S Dhawan,INDIA,0,27,8,0,148.14,v England,Nottingham,7/12/2018,40,0
V Kohli,INDIA,0,82,7,0,91.46,v England,Nottingham,7/12/2018,75,0
KL Rahul,INDIA,0,18,0,0,50,v England,Nottingham,7/12/2018,9,1
RG Sharma,INDIA,0,26,2,0,57.69,v England,Lord's,7/14/2018,15,0
S Dhawan,INDIA,0,30,6,0,120,v England,Lord's,7/14/2018,36,0
V Kohli,INDIA,0,56,2,0,80.35,v England,Lord's,7/14/2018,45,0
KL Rahul,INDIA,0,2,0,0,0,v England,Lord's,7/14/2018,0,0
SK Raina,INDIA,0,63,1,0,73.01,v England,Lord's,7/14/2018,46,0
MS Dhoni,INDIA,0,59,2,0,62.71,v England,Lord's,7/14/2018,37,0
HH Pandya,INDIA,0,22,1,0,95.45,v England,Lord's,7/14/2018,21,0
UT Yadav,INDIA,0,2,0,0,0,v England,Lord's,7/14/2018,0,0
Kuldeep Yadav,INDIA,0,26,0,0,30.76,v England,Lord's,7/14/2018,8,1
S Kaul,INDIA,0,2,0,0,50,v England,Lord's,7/14/2018,1,0
YS Chahal,INDIA,0,12,2,0,100,v England,Lord's,7/14/2018,12,0
RG Sharma,INDIA,24,18,0,0,11.11,v England,Leeds,7/17/2018,2,0
S Dhawan,INDIA,75,49,7,0,89.79,v England,Leeds,7/17/2018,44,0
V Kohli,INDIA,98,72,8,0,98.61,v England,Leeds,7/17/2018,71,0
KD Karthik,INDIA,26,22,3,0,95.45,v England,Leeds,7/17/2018,21,0
MS Dhoni,INDIA,90,66,4,0,63.63,v England,Leeds,7/17/2018,42,0
SK Raina,INDIA,7,4,0,0,25,v England,Leeds,7/17/2018,1,0
HH Pandya,INDIA,29,21,2,0,100,v England,Leeds,7/17/2018,21,0
B Kumar,INDIA,54,35,1,0,60,v England,Leeds,7/17/2018,21,0
SN Thakur,INDIA,21,13,0,2,169.23,v England,Leeds,7/17/2018,22,1
RG Sharma,INDIA,0,22,4,0,104.54,v Hong Kong,Dubai (DSC),9/18/2018,23,0
S Dhawan,INDIA,0,120,15,2,105.83,v Hong Kong,Dubai (DSC),9/18/2018,127,0
AT Rayudu,INDIA,0,70,3,2,85.71,v Hong Kong,Dubai (DSC),9/18/2018,60,0
KD Karthik,INDIA,0,38,3,0,86.84,v Hong Kong,Dubai (DSC),9/18/2018,33,0
MS Dhoni,INDIA,0,3,0,0,0,v Hong Kong,Dubai (DSC),9/18/2018,0,0
KM Jadhav,INDIA,0,27,0,1,103.7,v Hong Kong,Dubai (DSC),9/18/2018,28,1
B Kumar,INDIA,0,18,0,0,50,v Hong Kong,Dubai (DSC),9/18/2018,9,0
SN Thakur,INDIA,0,3,0,0,0,v Hong Kong,Dubai (DSC),9/18/2018,0,0
Kuldeep Yadav,INDIA,0,0,0,0,0,v Hong Kong,Dubai (DSC),9/18/2018,0,1
RG Sharma,INDIA,0,39,6,3,133.33,v Pakistan,Dubai (DSC),9/19/2018,52,0
S Dhawan,INDIA,0,54,6,1,85.18,v Pakistan,Dubai (DSC),9/19/2018,46,0
AT Rayudu,INDIA,0,46,3,0,67.39,v Pakistan,Dubai (DSC),9/19/2018,31,1
KD Karthik,INDIA,0,37,2,1,83.78,v Pakistan,Dubai (DSC),9/19/2018,31,1
RG Sharma,INDIA,0,104,5,3,79.8,v Bangladesh,Dubai (DSC),9/21/2018,83,1
S Dhawan,INDIA,0,47,4,1,85.1,v Bangladesh,Dubai (DSC),9/21/2018,40,0
AT Rayudu,INDIA,0,28,1,0,46.42,v Bangladesh,Dubai (DSC),9/21/2018,13,0
MS Dhoni,INDIA,0,37,3,0,89.18,v Bangladesh,Dubai (DSC),9/21/2018,33,0
KD Karthik,INDIA,0,3,0,0,33.33,v Bangladesh,Dubai (DSC),9/21/2018,1,1
RG Sharma,INDIA,0,119,7,4,93.27,v Pakistan,Dubai (DSC),9/23/2018,111,1
S Dhawan,INDIA,0,100,16,2,114,v Pakistan,Dubai (DSC),9/23/2018,114,0
AT Rayudu,INDIA,0,18,1,0,66.66,v Pakistan,Dubai (DSC),9/23/2018,12,1
KL Rahul,INDIA,0,66,5,1,90.9,v Afghanistan,Dubai (DSC),9/25/2018,60,0
AT Rayudu,INDIA,0,49,4,4,116.32,v Afghanistan,Dubai (DSC),9/25/2018,57,0
KD Karthik,INDIA,0,66,4,0,66.66,v Afghanistan,Dubai (DSC),9/25/2018,44,0
MS Dhoni,INDIA,0,17,0,0,47.05,v Afghanistan,Dubai (DSC),9/25/2018,8,0
MK Pandey,INDIA,0,15,0,0,53.33,v Afghanistan,Dubai (DSC),9/25/2018,8,0
KM Jadhav,INDIA,0,26,2,0,73.07,v Afghanistan,Dubai (DSC),9/25/2018,19,0
RA Jadeja,INDIA,0,34,1,0,73.52,v Afghanistan,Dubai (DSC),9/25/2018,25,0
DL Chahar,INDIA,0,14,1,0,85.71,v Afghanistan,Dubai (DSC),9/25/2018,12,0
Kuldeep Yadav,INDIA,0,11,0,0,81.81,v Afghanistan,Dubai (DSC),9/25/2018,9,0
S Kaul,INDIA,0,1,0,0,0,v Afghanistan,Dubai (DSC),9/25/2018,0,0
KK Ahmed,INDIA,0,1,0,0,100,v Afghanistan,Dubai (DSC),9/25/2018,1,1
RG Sharma,INDIA,0,55,3,3,87.27,v Bangladesh,Dubai (DSC),9/28/2018,48,0
S Dhawan,INDIA,0,14,3,0,107.14,v Bangladesh,Dubai (DSC),9/28/2018,15,0
AT Rayudu,INDIA,0,7,0,0,28.57,v Bangladesh,Dubai (DSC),9/28/2018,2,0
KD Karthik,INDIA,0,61,1,1,60.65,v Bangladesh,Dubai (DSC),9/28/2018,37,0
MS Dhoni,INDIA,0,67,3,0,53.73,v Bangladesh,Dubai (DSC),9/28/2018,36,0
KM Jadhav,INDIA,0,27,1,1,85.18,v Bangladesh,Dubai (DSC),9/28/2018,23,1
RA Jadeja,INDIA,0,33,1,0,69.69,v Bangladesh,Dubai (DSC),9/28/2018,23,0
B Kumar,INDIA,0,31,1,1,67.74,v Bangladesh,Dubai (DSC),9/28/2018,21,0
Kuldeep Yadav,INDIA,0,5,0,0,100,v Bangladesh,Dubai (DSC),9/28/2018,5,1
RG Sharma,INDIA,0,117,15,8,129.91,v West Indies,Guwahati,10/21/2018,152,1
S Dhawan,INDIA,0,6,1,0,66.66,v West Indies,Guwahati,10/21/2018,4,0
V Kohli,INDIA,0,107,21,2,130.84,v West Indies,Guwahati,10/21/2018,140,0
AT Rayudu,INDIA,0,26,1,1,84.61,v West Indies,Guwahati,10/21/2018,22,1
RG Sharma,INDIA,14,8,1,0,50,v West Indies,Visakhapatnam,10/24/2018,4,0
S Dhawan,INDIA,40,30,4,1,96.66,v West Indies,Visakhapatnam,10/24/2018,29,0
V Kohli,INDIA,217,129,13,4,121.7,v West Indies,Visakhapatnam,10/24/2018,157,1
AT Rayudu,INDIA,105,80,8,0,91.25,v West Indies,Visakhapatnam,10/24/2018,73,0
MS Dhoni,INDIA,31,25,0,1,80,v West Indies,Visakhapatnam,10/24/2018,20,0
RR Pant,INDIA,18,13,2,0,130.76,v West Indies,Visakhapatnam,10/24/2018,17,0
RA Jadeja,INDIA,27,14,0,0,92.85,v West Indies,Visakhapatnam,10/24/2018,13,0
Mohammed Shami,INDIA,6,1,0,0,0,v West Indies,Visakhapatnam,10/24/2018,0,1
RG Sharma,INDIA,0,9,2,0,88.88,v West Indies,Pune,10/27/2018,8,0
S Dhawan,INDIA,0,45,5,0,77.77,v West Indies,Pune,10/27/2018,35,0
V Kohli,INDIA,0,119,10,1,89.91,v West Indies,Pune,10/27/2018,107,0
AT Rayudu,INDIA,0,27,2,0,81.48,v West Indies,Pune,10/27/2018,22,0
RR Pant,INDIA,0,18,3,1,133.33,v West Indies,Pune,10/27/2018,24,0
MS Dhoni,INDIA,0,11,0,0,63.63,v West Indies,Pune,10/27/2018,7,0
B Kumar,INDIA,0,17,1,0,58.82,v West Indies,Pune,10/27/2018,10,0
Kuldeep Yadav,INDIA,0,21,1,0,71.42,v West Indies,Pune,10/27/2018,15,1
YS Chahal,INDIA,0,5,0,0,60,v West Indies,Pune,10/27/2018,3,0
KK Ahmed,INDIA,0,11,0,0,27.27,v West Indies,Pune,10/27/2018,3,0
JJ Bumrah,INDIA,0,3,0,0,0,v West Indies,Pune,10/27/2018,0,0
RG Sharma,INDIA,0,137,20,4,118.24,v West Indies,Mumbai (BS),10/29/2018,162,0
S Dhawan,INDIA,0,40,4,2,95,v West Indies,Mumbai (BS),10/29/2018,38,0
V Kohli,INDIA,0,17,2,0,94.11,v West Indies,Mumbai (BS),10/29/2018,16,0
AT Rayudu,INDIA,0,81,8,4,123.45,v West Indies,Mumbai (BS),10/29/2018,100,0
MS Dhoni,INDIA,0,15,2,0,153.33,v West Indies,Mumbai (BS),10/29/2018,23,0
KM Jadhav,INDIA,0,7,3,0,228.57,v West Indies,Mumbai (BS),10/29/2018,16,1
RA Jadeja,INDIA,0,4,1,0,175,v West Indies,Mumbai (BS),10/29/2018,7,1
RG Sharma,INDIA,65,56,5,4,112.5,v West Indies,Thiruvananthapuram,11/1/2018,63,1
S Dhawan,INDIA,7,5,1,0,120,v West Indies,Thiruvananthapuram,11/1/2018,6,0
V Kohli,INDIA,57,29,6,0,113.79,v West Indies,Thiruvananthapuram,11/1/2018,33,1
RG Sharma,INDIA,204,129,10,6,103.1,v Australia,Sydney,1/12/2019,133,0
S Dhawan,INDIA,4,1,0,0,0,v Australia,Sydney,1/12/2019,0,0
V Kohli,INDIA,10,8,0,0,37.5,v Australia,Sydney,1/12/2019,3,0
AT Rayudu,INDIA,2,2,0,0,0,v Australia,Sydney,1/12/2019,0,0
MS Dhoni,INDIA,110,96,3,1,53.12,v Australia,Sydney,1/12/2019,51,0
KD Karthik,INDIA,30,21,0,0,57.14,v Australia,Sydney,1/12/2019,12,0
RA Jadeja,INDIA,20,13,0,0,61.53,v Australia,Sydney,1/12/2019,8,0
B Kumar,INDIA,28,23,4,0,126.08,v Australia,Sydney,1/12/2019,29,1
Kuldeep Yadav,INDIA,14,6,0,0,50,v Australia,Sydney,1/12/2019,3,0
Mohammed Shami,INDIA,4,2,0,0,50,v Australia,Sydney,1/12/2019,1,0
RG Sharma,INDIA,71,52,2,2,82.69,v Australia,Adelaide,1/15/2019,43,0
S Dhawan,INDIA,31,28,5,0,114.28,v Australia,Adelaide,1/15/2019,32,0
V Kohli,INDIA,150,112,5,2,92.85,v Australia,Adelaide,1/15/2019,104,0
AT Rayudu,INDIA,47,36,2,0,66.66,v Australia,Adelaide,1/15/2019,24,0
MS Dhoni,INDIA,96,54,0,2,101.85,v Australia,Adelaide,1/15/2019,55,1
KD Karthik,INDIA,33,14,2,0,178.57,v Australia,Adelaide,1/15/2019,25,1
RG Sharma,INDIA,0,17,1,0,52.94,v Australia,Melbourne,1/18/2019,9,0
S Dhawan,INDIA,0,46,0,0,50,v Australia,Melbourne,1/18/2019,23,0
V Kohli,INDIA,0,62,3,0,74.19,v Australia,Melbourne,1/18/2019,46,0
MS Dhoni,INDIA,0,114,6,0,76.31,v Australia,Melbourne,1/18/2019,87,1
KM Jadhav,INDIA,0,57,7,0,107.01,v Australia,Melbourne,1/18/2019,61,1
RG Sharma,INDIA,38,24,1,0,45.83,v New Zealand,Napier,1/23/2019,11,0
S Dhawan,INDIA,142,103,6,0,72.81,v New Zealand,Napier,1/23/2019,75,1
V Kohli,INDIA,59,59,3,0,76.27,v New Zealand,Napier,1/23/2019,45,0
AT Rayudu,INDIA,23,23,2,0,56.52,v New Zealand,Napier,1/23/2019,13,1
RG Sharma,INDIA,116,96,9,3,90.62,v New Zealand,Mount Maunganui,1/26/2019,87,0
S Dhawan,INDIA,99,67,9,0,98.5,v New Zealand,Mount Maunganui,1/26/2019,66,0
V Kohli,INDIA,59,45,5,0,95.55,v New Zealand,Mount Maunganui,1/26/2019,43,0
AT Rayudu,INDIA,71,49,3,1,95.91,v New Zealand,Mount Maunganui,1/26/2019,47,0
MS Dhoni,INDIA,48,33,5,1,145.45,v New Zealand,Mount Maunganui,1/26/2019,48,1
KM Jadhav,INDIA,19,10,3,1,220,v New Zealand,Mount Maunganui,1/26/2019,22,1
RG Sharma,INDIA,115,77,3,2,80.51,v New Zealand,Mount Maunganui,1/28/2019,62,0
S Dhawan,INDIA,32,27,6,0,103.7,v New Zealand,Mount Maunganui,1/28/2019,28,0
V Kohli,INDIA,94,74,6,1,81.08,v New Zealand,Mount Maunganui,1/28/2019,60,0
AT Rayudu,INDIA,63,42,5,1,95.23,v New Zealand,Mount Maunganui,1/28/2019,40,1
KD Karthik,INDIA,52,38,5,1,100,v New Zealand,Mount Maunganui,1/28/2019,38,1
RG Sharma,INDIA,33,23,0,0,30.43,v New Zealand,Hamilton,1/31/2019,7,0
S Dhawan,INDIA,23,20,1,1,65,v New Zealand,Hamilton,1/31/2019,13,0
Shubman Gill,INDIA,32,21,1,0,42.85,v New Zealand,Hamilton,1/31/2019,9,0
AT Rayudu,INDIA,13,4,0,0,0,v New Zealand,Hamilton,1/31/2019,0,0
KD Karthik,INDIA,3,3,0,0,0,v New Zealand,Hamilton,1/31/2019,0,0
KM Jadhav,INDIA,13,7,0,0,14.28,v New Zealand,Hamilton,1/31/2019,1,0
HH Pandya,INDIA,37,20,4,0,80,v New Zealand,Hamilton,1/31/2019,16,0
B Kumar,INDIA,16,12,0,0,8.33,v New Zealand,Hamilton,1/31/2019,1,0
Kuldeep Yadav,INDIA,47,33,1,0,45.45,v New Zealand,Hamilton,1/31/2019,15,0
YS Chahal,INDIA,42,37,3,0,48.64,v New Zealand,Hamilton,1/31/2019,18,1
KK Ahmed,INDIA,8,5,1,0,100,v New Zealand,Hamilton,1/31/2019,5,0
RG Sharma,INDIA,16,16,0,0,12.5,v New Zealand,Wellington,2/3/2019,2,0
S Dhawan,INDIA,24,13,1,0,46.15,v New Zealand,Wellington,2/3/2019,6,0
Shubman Gill,INDIA,13,11,1,0,63.63,v New Zealand,Wellington,2/3/2019,7,0
AT Rayudu,INDIA,150,113,8,4,79.64,v New Zealand,Wellington,2/3/2019,90,0
MS Dhoni,INDIA,13,6,0,0,16.66,v New Zealand,Wellington,2/3/2019,1,0
V Shankar,INDIA,84,64,4,0,70.31,v New Zealand,Wellington,2/3/2019,45,0
KM Jadhav,INDIA,55,45,3,0,75.55,v New Zealand,Wellington,2/3/2019,34,0
HH Pandya,INDIA,27,22,2,5,204.54,v New Zealand,Wellington,2/3/2019,45,0
B Kumar,INDIA,21,8,0,0,75,v New Zealand,Wellington,2/3/2019,6,0
Mohammed Shami,INDIA,4,1,0,0,100,v New Zealand,Wellington,2/3/2019,1,0
YS Chahal,INDIA,1,1,0,0,0,v New Zealand,Wellington,2/3/2019,0,1
RG Sharma,INDIA,0,66,5,0,56.06,v Australia,Hyderabad (Deccan),3/2/2019,37,0
S Dhawan,INDIA,0,1,0,0,0,v Australia,Hyderabad (Deccan),3/2/2019,0,0
V Kohli,INDIA,0,45,6,1,97.77,v Australia,Hyderabad (Deccan),3/2/2019,44,0
AT Rayudu,INDIA,0,19,2,0,68.42,v Australia,Hyderabad (Deccan),3/2/2019,13,0
MS Dhoni,INDIA,0,72,6,1,81.94,v Australia,Hyderabad (Deccan),3/2/2019,59,1
KM Jadhav,INDIA,0,87,9,1,93.1,v Australia,Hyderabad (Deccan),3/2/2019,81,1
RG Sharma,INDIA,0,6,0,0,0,v Australia,Nagpur,3/5/2019,0,0
S Dhawan,INDIA,0,29,4,0,72.41,v Australia,Nagpur,3/5/2019,21,0
V Kohli,INDIA,0,120,10,0,96.66,v Australia,Nagpur,3/5/2019,116,0
AT Rayudu,INDIA,0,32,2,0,56.25,v Australia,Nagpur,3/5/2019,18,0
V Shankar,INDIA,0,41,5,1,112.19,v Australia,Nagpur,3/5/2019,46,0
KM Jadhav,INDIA,0,12,1,0,91.66,v Australia,Nagpur,3/5/2019,11,0
MS Dhoni,INDIA,0,1,0,0,0,v Australia,Nagpur,3/5/2019,0,0
RA Jadeja,INDIA,0,40,0,0,52.5,v Australia,Nagpur,3/5/2019,21,0
Kuldeep Yadav,INDIA,0,3,0,0,100,v Australia,Nagpur,3/5/2019,3,0
Mohammed Shami,INDIA,0,4,0,0,50,v Australia,Nagpur,3/5/2019,2,1
JJ Bumrah,INDIA,0,2,0,0,0,v Australia,Nagpur,3/5/2019,0,0
S Dhawan,INDIA,0,10,0,0,10,v Australia,Ranchi,3/8/2019,1,0
RG Sharma,INDIA,0,14,2,1,100,v Australia,Ranchi,3/8/2019,14,0
V Kohli,INDIA,0,95,16,1,129.47,v Australia,Ranchi,3/8/2019,123,0
AT Rayudu,INDIA,0,8,0,0,25,v Australia,Ranchi,3/8/2019,2,0
MS Dhoni,INDIA,0,42,2,1,61.9,v Australia,Ranchi,3/8/2019,26,0
KM Jadhav,INDIA,0,39,3,0,66.66,v Australia,Ranchi,3/8/2019,26,0
V Shankar,INDIA,0,30,4,0,106.66,v Australia,Ranchi,3/8/2019,32,0
RA Jadeja,INDIA,0,31,0,1,77.41,v Australia,Ranchi,3/8/2019,24,0
Kuldeep Yadav,INDIA,0,16,1,0,62.5,v Australia,Ranchi,3/8/2019,10,0
Mohammed Shami,INDIA,0,4,2,0,200,v Australia,Ranchi,3/8/2019,8,0
JJ Bumrah,INDIA,0,1,0,0,0,v Australia,Ranchi,3/8/2019,0,1
RG Sharma,INDIA,0,92,7,2,103.26,v Australia,Mohali,3/10/2019,95,0
S Dhawan,INDIA,0,115,18,3,124.34,v Australia,Mohali,3/10/2019,143,0
KL Rahul,INDIA,0,31,1,0,83.87,v Australia,Mohali,3/10/2019,26,0
V Kohli,INDIA,0,6,1,0,116.66,v Australia,Mohali,3/10/2019,7,0
RR Pant,INDIA,0,24,4,1,150,v Australia,Mohali,3/10/2019,36,0
KM Jadhav,INDIA,0,12,0,0,83.33,v Australia,Mohali,3/10/2019,10,0
V Shankar,INDIA,0,15,1,2,173.33,v Australia,Mohali,3/10/2019,26,0
B Kumar,INDIA,0,2,0,0,50,v Australia,Mohali,3/10/2019,1,0
Kuldeep Yadav,INDIA,0,1,0,0,100,v Australia,Mohali,3/10/2019,1,1
YS Chahal,INDIA,0,1,0,0,0,v Australia,Mohali,3/10/2019,0,0
JJ Bumrah,INDIA,0,1,0,1,600,v Australia,Mohali,3/10/2019,6,1
RG Sharma,INDIA,0,89,4,0,62.92,v Australia,Delhi,3/13/2019,56,0
S Dhawan,INDIA,0,15,2,0,80,v Australia,Delhi,3/13/2019,12,0
V Kohli,INDIA,0,22,2,0,90.9,v Australia,Delhi,3/13/2019,20,0
RR Pant,INDIA,0,16,1,1,100,v Australia,Delhi,3/13/2019,16,0
V Shankar,INDIA,0,21,0,1,76.19,v Australia,Delhi,3/13/2019,16,0
KM Jadhav,INDIA,0,57,4,1,77.19,v Australia,Delhi,3/13/2019,44,0
RA Jadeja,INDIA,0,3,0,0,0,v Australia,Delhi,3/13/2019,0,0
B Kumar,INDIA,0,54,3,2,85.18,v Australia,Delhi,3/13/2019,46,0
Mohammed Shami,INDIA,0,7,0,0,42.85,v Australia,Delhi,3/13/2019,3,0
Kuldeep Yadav,INDIA,0,12,1,0,66.66,v Australia,Delhi,3/13/2019,8,0
JJ Bumrah,INDIA,0,4,0,0,25,v Australia,Delhi,3/13/2019,1,1
S Dhawan,INDIA,23,12,1,0,66.66,v South Africa,Southampton,6/5/2019,8,0
RG Sharma,INDIA,212,144,13,2,84.72,v South Africa,Southampton,6/5/2019,122,1
V Kohli,INDIA,44,34,1,0,52.94,v South Africa,Southampton,6/5/2019,18,0
KL Rahul,INDIA,71,42,2,0,61.9,v South Africa,Southampton,6/5/2019,26,0
MS Dhoni,INDIA,69,46,2,0,73.91,v South Africa,Southampton,6/5/2019,34,0
HH Pandya,INDIA,8,7,3,0,214.28,v South Africa,Southampton,6/5/2019,15,1
RG Sharma,INDIA,101,70,3,1,81.42,v Australia,The Oval,6/9/2019,57,0
S Dhawan,INDIA,163,109,16,0,107.33,v Australia,The Oval,6/9/2019,117,0
V Kohli,INDIA,128,77,4,2,106.49,v Australia,The Oval,6/9/2019,82,0
HH Pandya,INDIA,41,27,4,3,177.77,v Australia,The Oval,6/9/2019,48,0
MS Dhoni,INDIA,20,14,3,1,192.85,v Australia,The Oval,6/9/2019,27,0
KL Rahul,INDIA,6,3,1,1,366.66,v Australia,The Oval,6/9/2019,11,1
KM Jadhav,INDIA,2,0,0,0,0,v Australia,The Oval,6/9/2019,0,1
KL Rahul,INDIA,94,78,3,2,73.07,v Pakistan,Manchester,6/16/2019,57,0
RG Sharma,INDIA,153,113,14,3,123.89,v Pakistan,Manchester,6/16/2019,140,0
V Kohli,INDIA,105,65,7,0,118.46,v Pakistan,Manchester,6/16/2019,77,0
HH Pandya,INDIA,24,19,2,1,136.84,v Pakistan,Manchester,6/16/2019,26,0
MS Dhoni,INDIA,8,2,0,0,50,v Pakistan,Manchester,6/16/2019,1,0
V Shankar,INDIA,27,15,1,0,100,v Pakistan,Manchester,6/16/2019,15,1
KM Jadhav,INDIA,13,8,1,0,112.5,v Pakistan,Manchester,6/16/2019,9,1
KL Rahul,INDIA,56,53,2,0,56.6,v Afghanistan,Southampton,6/22/2019,30,0
RG Sharma,INDIA,60,10,0,0,10,v Afghanistan,Southampton,6/22/2019,1,0
V Kohli,INDIA,105,63,5,0,106.34,v Afghanistan,Southampton,6/22/2019,67,0
V Shankar,INDIA,49,41,2,0,70.73,v Afghanistan,Southampton,6/22/2019,29,0
MS Dhoni,INDIA,75,52,3,0,53.84,v Afghanistan,Southampton,6/22/2019,28,0
KM Jadhav,INDIA,88,68,3,1,76.47,v Afghanistan,Southampton,6/22/2019,52,0
HH Pandya,INDIA,23,9,0,0,77.77,v Afghanistan,Southampton,6/22/2019,7,0
Mohammed Shami,INDIA,7,2,0,0,50,v Afghanistan,Southampton,6/22/2019,1,0
Kuldeep Yadav,INDIA,4,1,0,0,100,v Afghanistan,Southampton,6/22/2019,1,1
JJ Bumrah,INDIA,2,1,0,0,100,v Afghanistan,Southampton,6/22/2019,1,1
KL Rahul,INDIA,91,64,6,0,75,v West Indies,Manchester,6/27/2019,48,0
RG Sharma,INDIA,28,23,1,1,78.26,v West Indies,Manchester,6/27/2019,18,0
V Kohli,INDIA,146,82,8,0,87.8,v West Indies,Manchester,6/27/2019,72,0
V Shankar,INDIA,26,19,3,0,73.68,v West Indies,Manchester,6/27/2019,14,0
KM Jadhav,INDIA,13,10,1,0,70,v West Indies,Manchester,6/27/2019,7,0
MS Dhoni,INDIA,99,61,3,2,91.8,v West Indies,Manchester,6/27/2019,56,1
HH Pandya,INDIA,48,38,5,0,121.05,v West Indies,Manchester,6/27/2019,46,0
Mohammed Shami,INDIA,4,2,0,0,0,v West Indies,Manchester,6/27/2019,0,0
Kuldeep Yadav,INDIA,7,1,0,0,0,v West Indies,Manchester,6/27/2019,0,1
KL Rahul,INDIA,10,9,0,0,0,v England,Birmingham,6/30/2019,0,0
RG Sharma,INDIA,152,109,15,0,93.57,v England,Birmingham,6/30/2019,102,0
V Kohli,INDIA,103,76,7,0,86.84,v England,Birmingham,6/30/2019,66,0
RR Pant,INDIA,58,29,4,0,110.34,v England,Birmingham,6/30/2019,32,0
HH Pandya,INDIA,49,33,4,0,136.36,v England,Birmingham,6/30/2019,45,0
MS Dhoni,INDIA,54,31,4,1,135.48,v England,Birmingham,6/30/2019,42,1
KM Jadhav,INDIA,24,13,1,0,92.3,v England,Birmingham,6/30/2019,12,1
KL Rahul,INDIA,135,92,6,1,83.69,v Bangladesh,Birmingham,7/2/2019,77,0
RG Sharma,INDIA,121,92,7,5,113.04,v Bangladesh,Birmingham,7/2/2019,104,0
V Kohli,INDIA,45,27,3,0,96.29,v Bangladesh,Birmingham,7/2/2019,26,0
RR Pant,INDIA,56,41,6,1,117.07,v Bangladesh,Birmingham,7/2/2019,48,0
HH Pandya,INDIA,4,2,0,0,0,v Bangladesh,Birmingham,7/2/2019,0,0
MS Dhoni,INDIA,52,33,4,0,106.06,v Bangladesh,Birmingham,7/2/2019,35,0
KD Karthik,INDIA,17,9,1,0,88.88,v Bangladesh,Birmingham,7/2/2019,8,0
B Kumar,INDIA,15,3,0,0,66.66,v Bangladesh,Birmingham,7/2/2019,2,0
Mohammed Shami,INDIA,6,2,0,0,50,v Bangladesh,Birmingham,7/2/2019,1,0
JJ Bumrah,INDIA,1,0,0,0,0,v Bangladesh,Birmingham,7/2/2019,0,1
KL Rahul,INDIA,180,118,11,1,94.06,v Sri Lanka,Leeds,7/6/2019,111,0
RG Sharma,INDIA,133,94,14,2,109.57,v Sri Lanka,Leeds,7/6/2019,103,0
V Kohli,INDIA,61,41,3,0,82.92,v Sri Lanka,Leeds,7/6/2019,34,1
RR Pant,INDIA,6,4,1,0,100,v Sri Lanka,Leeds,7/6/2019,4,0
HH Pandya,INDIA,8,4,1,0,175,v Sri Lanka,Leeds,7/6/2019,7,1
KL Rahul,INDIA,18,7,0,0,14.28,v New Zealand,Manchester,7/9/2019,1,0
RG Sharma,INDIA,7,4,0,0,25,v New Zealand,Manchester,7/9/2019,1,0
V Kohli,INDIA,8,6,0,0,16.66,v New Zealand,Manchester,7/9/2019,1,0
RR Pant,INDIA,89,56,4,0,57.14,v New Zealand,Manchester,7/9/2019,32,0
KD Karthik,INDIA,29,25,1,0,24,v New Zealand,Manchester,7/9/2019,6,0
