Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
CS MacLeod (SCOT),8,-,10,1,0,80,1,v U.A.E.,Dubai (DSC),24-Jan-17
JH Davey (SCOT),6,-,15,1,0,40,1,v U.A.E.,Dubai (DSC),24-Jan-17
RD Berrington (SCOT),50,-,88,3,0,56.81,1,v U.A.E.,Dubai (DSC),24-Jan-17
CD Wallace (SCOT),9,-,9,0,1,100,1,v U.A.E.,Dubai (DSC),24-Jan-17
MA Leask (SCOT),11,-,14,2,0,78.57,1,v U.A.E.,Dubai (DSC),24-Jan-17
SM Sharif (SCOT),10,-,28,0,0,35.71,1,v U.A.E.,Dubai (DSC),24-Jan-17
MRJ Watt (SCOT),15,-,35,1,0,42.85,1,v U.A.E.,Dubai (DSC),24-Jan-17
CB Sole (SCOT),1,-,4,0,0,25,1,v U.A.E.,Dubai (DSC),24-Jan-17
BTJ Wheal (SCOT),0*,-,3,0,0,0,1,v U.A.E.,Dubai (DSC),24-Jan-17
Rohan Mustafa (UAE),10,-,28,1,0,35.71,2,v Scotland,Dubai (DSC),24-Jan-17
Mohammed Qasim (UAE),6,-,15,0,0,40,2,v Scotland,Dubai (DSC),24-Jan-17
Ghulam Shabber (UAE),14,-,19,1,0,73.68,2,v Scotland,Dubai (DSC),24-Jan-17
Shaiman Anwar (UAE),4,-,15,0,0,26.66,2,v Scotland,Dubai (DSC),24-Jan-17
Muhammad Usman (UAE),45,-,58,6,0,77.58,2,v Scotland,Dubai (DSC),24-Jan-17
Adnan Mufti (UAE),43*,-,71,2,0,60.56,2,v Scotland,Dubai (DSC),24-Jan-17
Mohammad Naveed (UAE),30,-,23,3,2,130.43,2,v Scotland,Dubai (DSC),24-Jan-17
Ahmed Raza (UAE),16*,-,23,2,0,69.56,2,v Scotland,Dubai (DSC),24-Jan-17
Zahoor Khan (UAE),DNB,-,-,-,-,-,2,v Scotland,Dubai (DSC),24-Jan-17
Imran Haider (UAE),DNB,-,-,-,-,-,2,v Scotland,Dubai (DSC),24-Jan-17
Qadeer Ahmed (UAE),DNB,-,-,-,-,-,2,v Scotland,Dubai (DSC),24-Jan-17
DA Warner (AUS),179,186,128,19,5,139.84,1,v Pakistan,Adelaide,26-Jan-17
TM Head (AUS),128,219,137,9,3,93.43,1,v Pakistan,Adelaide,26-Jan-17
SPD Smith (AUS),4,3,2,1,0,200,1,v Pakistan,Adelaide,26-Jan-17
GJ Maxwell (AUS),13,16,7,1,1,185.71,1,v Pakistan,Adelaide,26-Jan-17
MS Wade (AUS),8,8,6,1,0,133.33,1,v Pakistan,Adelaide,26-Jan-17
PSP Handscomb (AUS),1,10,2,0,0,50,1,v Pakistan,Adelaide,26-Jan-17
JP Faulkner (AUS),18*,19,12,2,0,150,1,v Pakistan,Adelaide,26-Jan-17
MA Starc (AUS),6,8,5,0,0,120,1,v Pakistan,Adelaide,26-Jan-17
PJ Cummins (AUS),1*,2,1,0,0,100,1,v Pakistan,Adelaide,26-Jan-17
A Zampa (AUS),DNB,-,-,-,-,-,1,v Pakistan,Adelaide,26-Jan-17
JR Hazlewood (AUS),DNB,-,-,-,-,-,1,v Pakistan,Adelaide,26-Jan-17
Azhar Ali (PAK),6,12,8,1,0,75,2,v Australia,Adelaide,26-Jan-17
Sharjeel Khan (PAK),79,105,69,9,2,114.49,2,v Australia,Adelaide,26-Jan-17
Babar Azam (PAK),100,153,109,7,1,91.74,2,v Australia,Adelaide,26-Jan-17
Mohammad Hafeez (PAK),3,8,6,0,0,50,2,v Australia,Adelaide,26-Jan-17
Shoaib Malik (PAK),10*,24,13,0,0,76.92,2,v Australia,Adelaide,26-Jan-17
Umar Akmal (PAK),46,59,40,7,0,115,2,v Australia,Adelaide,26-Jan-17
Mohammad Rizwan (PAK),6,16,6,0,0,100,2,v Australia,Adelaide,26-Jan-17
Mohammad Amir (PAK),17,21,14,1,1,121.42,2,v Australia,Adelaide,26-Jan-17
Wahab Riaz (PAK),17,21,20,1,0,85,2,v Australia,Adelaide,26-Jan-17
Hasan Ali (PAK),13,14,10,0,1,130,2,v Australia,Adelaide,26-Jan-17
Junaid Khan (PAK),0*,1,0,0,0,-,2,v Australia,Adelaide,26-Jan-17
C Carter (HKG),18,-,30,2,0,60,1,v U.A.E.,Dubai (DSC),26-Jan-17
C McAuslan (HKG),27,-,44,4,0,61.36,1,v U.A.E.,Dubai (DSC),26-Jan-17
Babar Hayat (HKG),0,-,3,0,0,0,1,v U.A.E.,Dubai (DSC),26-Jan-17
Nizakat Khan (HKG),93,-,111,7,3,83.78,1,v U.A.E.,Dubai (DSC),26-Jan-17
Waqas Khan (HKG),8,-,28,0,0,28.57,1,v U.A.E.,Dubai (DSC),26-Jan-17
Shahid Wasif (HKG),0,-,7,0,0,0,1,v U.A.E.,Dubai (DSC),26-Jan-17
Ehsan Khan (HKG),2,-,11,0,0,18.18,1,v U.A.E.,Dubai (DSC),26-Jan-17
Aizaz Khan (HKG),1,-,6,0,0,16.66,1,v U.A.E.,Dubai (DSC),26-Jan-17
Ehsan Nawaz (HKG),11,-,40,0,0,27.5,1,v U.A.E.,Dubai (DSC),26-Jan-17
Nadeem Ahmed (HKG),3,-,11,0,0,27.27,1,v U.A.E.,Dubai (DSC),26-Jan-17
Tanveer Ahmed (HKG),2*,-,2,0,0,100,1,v U.A.E.,Dubai (DSC),26-Jan-17
Rohan Mustafa (UAE),42,-,44,7,1,95.45,2,v Hong Kong,Dubai (DSC),26-Jan-17
Mohammed Qasim (UAE),41,-,68,6,0,60.29,2,v Hong Kong,Dubai (DSC),26-Jan-17
Ghulam Shabber (UAE),5,-,12,1,0,41.66,2,v Hong Kong,Dubai (DSC),26-Jan-17
Shaiman Anwar (UAE),50,-,62,5,0,80.64,2,v Hong Kong,Dubai (DSC),26-Jan-17
Muhammad Usman (UAE),20*,-,34,3,0,58.82,2,v Hong Kong,Dubai (DSC),26-Jan-17
Mohammad Naveed (UAE),9*,-,9,1,0,100,2,v Hong Kong,Dubai (DSC),26-Jan-17
Ahmed Raza (UAE),DNB,-,-,-,-,-,2,v Hong Kong,Dubai (DSC),26-Jan-17
Imran Haider (UAE),DNB,-,-,-,-,-,2,v Hong Kong,Dubai (DSC),26-Jan-17
Zahoor Khan (UAE),DNB,-,-,-,-,-,2,v Hong Kong,Dubai (DSC),26-Jan-17
Adnan Mufti (UAE),DNB,-,-,-,-,-,2,v Hong Kong,Dubai (DSC),26-Jan-17
Amjad Javed (UAE),DNB,-,-,-,-,-,2,v Hong Kong,Dubai (DSC),26-Jan-17
N Dickwella (SL),1,5,4,0,0,25,1,v South Africa,Port Elizabeth,28-Jan-17
DS Weerakkody (SL),5,15,6,1,0,83.33,1,v South Africa,Port Elizabeth,28-Jan-17
BKG Mendis (SL),62,120,94,10,0,65.95,1,v South Africa,Port Elizabeth,28-Jan-17
LD Chandimal (SL),22,93,55,1,0,40,1,v South Africa,Port Elizabeth,28-Jan-17
WU Tharanga (SL),6,22,16,0,0,37.5,1,v South Africa,Port Elizabeth,28-Jan-17
DM de Silva (SL),28,77,53,1,0,52.83,1,v South Africa,Port Elizabeth,28-Jan-17
DAS Gunaratne (SL),10,27,9,1,0,111.11,1,v South Africa,Port Elizabeth,28-Jan-17
KMDN Kulasekara (SL),17,24,16,2,1,106.25,1,v South Africa,Port Elizabeth,28-Jan-17
JDF Vandersay (SL),8,15,16,1,0,50,1,v South Africa,Port Elizabeth,28-Jan-17
RAS Lakmal (SL),3,21,12,0,0,25,1,v South Africa,Port Elizabeth,28-Jan-17
PADLR Sandakan (SL),2*,16,10,0,0,20,1,v South Africa,Port Elizabeth,28-Jan-17
Q de Kock (SA),34,56,40,4,0,85,2,v Sri Lanka,Port Elizabeth,28-Jan-17
HM Amla (SA),57,110,71,5,1,80.28,2,v Sri Lanka,Port Elizabeth,28-Jan-17
F du Plessis (SA),55*,85,68,5,0,80.88,2,v Sri Lanka,Port Elizabeth,28-Jan-17
AB de Villiers (SA),30*,32,27,3,1,111.11,2,v Sri Lanka,Port Elizabeth,28-Jan-17
K Rabada (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
Imran Tahir (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
CH Morris (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
DA Miller (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
JP Duminy (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
AL Phehlukwayo (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
WD Parnell (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Port Elizabeth,28-Jan-17
MJ Guptill (NZ),61,107,73,8,0,83.56,1,v Australia,Auckland,30-Jan-17
TWM Latham (NZ),7,14,9,1,0,77.77,1,v Australia,Auckland,30-Jan-17
KS Williamson (NZ),24,48,34,2,0,70.58,1,v Australia,Auckland,30-Jan-17
LRPL Taylor (NZ),16,38,24,1,0,66.66,1,v Australia,Auckland,30-Jan-17
NT Broom (NZ),73,120,75,4,3,97.33,1,v Australia,Auckland,30-Jan-17
C Munro (NZ),2,6,6,0,0,33.33,1,v Australia,Auckland,30-Jan-17
JDS Neesham (NZ),48,58,45,6,0,106.66,1,v Australia,Auckland,30-Jan-17
MJ Santner (NZ),7,34,19,0,0,36.84,1,v Australia,Auckland,30-Jan-17
TG Southee (NZ),0,1,2,0,0,0,1,v Australia,Auckland,30-Jan-17
LH Ferguson (NZ),3*,17,6,0,0,50,1,v Australia,Auckland,30-Jan-17
TA Boult (NZ),16*,5,7,2,1,228.57,1,v Australia,Auckland,30-Jan-17
AJ Finch (AUS),4,12,7,0,0,57.14,2,v New Zealand,Auckland,30-Jan-17
TM Head (AUS),5,16,15,1,0,33.33,2,v New Zealand,Auckland,30-Jan-17
SE Marsh (AUS),16,37,21,3,0,76.19,2,v New Zealand,Auckland,30-Jan-17
PSP Handscomb (AUS),7,11,7,1,0,100,2,v New Zealand,Auckland,30-Jan-17
GJ Maxwell (AUS),20,27,24,3,0,83.33,2,v New Zealand,Auckland,30-Jan-17
SD Heazlett (AUS),4,27,11,0,0,36.36,2,v New Zealand,Auckland,30-Jan-17
MP Stoinis (AUS),146*,161,117,9,11,124.78,2,v New Zealand,Auckland,30-Jan-17
JP Faulkner (AUS),25,69,49,1,0,51.02,2,v New Zealand,Auckland,30-Jan-17
PJ Cummins (AUS),36,30,28,5,1,128.57,2,v New Zealand,Auckland,30-Jan-17
MA Starc (AUS),3,11,3,0,0,100,2,v New Zealand,Auckland,30-Jan-17
JR Hazlewood (AUS),0,26,0,0,0,-,2,v New Zealand,Auckland,30-Jan-17
HM Amla (SA),15,16,14,3,0,107.14,1,v Sri Lanka,Durban,1-Feb-17
Q de Kock (SA),17,50,22,2,0,77.27,1,v Sri Lanka,Durban,1-Feb-17
F du Plessis (SA),105,164,120,7,1,87.5,1,v Sri Lanka,Durban,1-Feb-17
AB de Villiers (SA),3,7,5,0,0,60,1,v Sri Lanka,Durban,1-Feb-17
JP Duminy (SA),11,27,19,0,0,57.89,1,v Sri Lanka,Durban,1-Feb-17
DA Miller (SA),117*,138,98,3,6,119.38,1,v Sri Lanka,Durban,1-Feb-17
CH Morris (SA),26,35,20,0,2,130,1,v Sri Lanka,Durban,1-Feb-17
WD Parnell (SA),2*,6,2,0,0,100,1,v Sri Lanka,Durban,1-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Durban,1-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Durban,1-Feb-17
AL Phehlukwayo (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Durban,1-Feb-17
N Dickwella (SL),25,35,22,3,0,113.63,2,v South Africa,Durban,1-Feb-17
WU Tharanga (SL),26,44,30,5,0,86.66,2,v South Africa,Durban,1-Feb-17
BKG Mendis (SL),20,29,22,3,0,90.9,2,v South Africa,Durban,1-Feb-17
LD Chandimal (SL),36,70,46,4,0,78.26,2,v South Africa,Durban,1-Feb-17
DM de Silva (SL),1,5,5,0,0,20,2,v South Africa,Durban,1-Feb-17
DAS Gunaratne (SL),18,32,24,1,0,75,2,v South Africa,Durban,1-Feb-17
PC de Silva (SL),14,29,14,2,0,100,2,v South Africa,Durban,1-Feb-17
SS Pathirana (SL),26,38,35,3,0,74.28,2,v South Africa,Durban,1-Feb-17
KMDN Kulasekara (SL),12,25,20,1,0,60,2,v South Africa,Durban,1-Feb-17
RAS Lakmal (SL),2*,13,5,0,0,40,2,v South Africa,Durban,1-Feb-17
PADLR Sandakan (SL),0,7,4,0,0,0,2,v South Africa,Durban,1-Feb-17
N Dickwella (SL),74,151,80,7,0,92.5,1,v South Africa,Johannesburg,4-Feb-17
WU Tharanga (SL),31,50,45,5,0,68.88,1,v South Africa,Johannesburg,4-Feb-17
BKG Mendis (SL),4,13,7,0,0,57.14,1,v South Africa,Johannesburg,4-Feb-17
LD Chandimal (SL),4,16,14,0,0,28.57,1,v South Africa,Johannesburg,4-Feb-17
DM de Silva (SL),16,24,25,2,0,64,1,v South Africa,Johannesburg,4-Feb-17
DAS Gunaratne (SL),2,30,14,0,0,14.28,1,v South Africa,Johannesburg,4-Feb-17
SS Pathirana (SL),18,39,26,1,0,69.23,1,v South Africa,Johannesburg,4-Feb-17
LD Madushanka (SL),0,10,7,0,0,0,1,v South Africa,Johannesburg,4-Feb-17
RAS Lakmal (SL),0,9,6,0,0,0,1,v South Africa,Johannesburg,4-Feb-17
CBRLS Kumara (SL),5,11,7,1,0,71.42,1,v South Africa,Johannesburg,4-Feb-17
PADLR Sandakan (SL),0*,6,5,0,0,0,1,v South Africa,Johannesburg,4-Feb-17
Q de Kock (SA),8,19,11,1,0,72.72,2,v Sri Lanka,Johannesburg,4-Feb-17
HM Amla (SA),34,91,54,4,0,62.96,2,v Sri Lanka,Johannesburg,4-Feb-17
F du Plessis (SA),24,41,27,3,1,88.88,2,v Sri Lanka,Johannesburg,4-Feb-17
AB de Villiers (SA),60*,81,61,5,0,98.36,2,v Sri Lanka,Johannesburg,4-Feb-17
JP Duminy (SA),28*,50,40,2,0,70,2,v Sri Lanka,Johannesburg,4-Feb-17
CH Morris (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
D Pretorius (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
AL Phehlukwayo (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
F Behardien (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,2,v Sri Lanka,Johannesburg,4-Feb-17
DG Brownlie (NZ),63,137,78,7,0,80.76,1,v Australia,Hamilton,5-Feb-17
TWM Latham (NZ),0,13,8,0,0,0,1,v Australia,Hamilton,5-Feb-17
KS Williamson (NZ),36,51,42,5,0,85.71,1,v Australia,Hamilton,5-Feb-17
LRPL Taylor (NZ),107,147,101,13,0,105.94,1,v Australia,Hamilton,5-Feb-17
NT Broom (NZ),8,24,12,0,0,66.66,1,v Australia,Hamilton,5-Feb-17
C Munro (NZ),3,11,9,0,0,33.33,1,v Australia,Hamilton,5-Feb-17
JDS Neesham (NZ),1,8,7,0,0,14.28,1,v Australia,Hamilton,5-Feb-17
MJ Santner (NZ),38*,48,34,3,2,111.76,1,v Australia,Hamilton,5-Feb-17
TG Southee (NZ),10,12,8,0,1,125,1,v Australia,Hamilton,5-Feb-17
LH Ferguson (NZ),0,1,1,0,0,0,1,v Australia,Hamilton,5-Feb-17
TA Boult (NZ),1*,3,1,0,0,100,1,v Australia,Hamilton,5-Feb-17
AJ Finch (AUS),56,86,64,5,2,87.5,2,v New Zealand,Hamilton,5-Feb-17
SE Marsh (AUS),22,29,22,4,0,100,2,v New Zealand,Hamilton,5-Feb-17
PSP Handscomb (AUS),0,2,2,0,0,0,2,v New Zealand,Hamilton,5-Feb-17
TM Head (AUS),53,97,72,5,0,73.61,2,v New Zealand,Hamilton,5-Feb-17
GJ Maxwell (AUS),0,3,3,0,0,0,2,v New Zealand,Hamilton,5-Feb-17
MP Stoinis (AUS),42,77,48,4,1,87.5,2,v New Zealand,Hamilton,5-Feb-17
JP Faulkner (AUS),0,3,3,0,0,0,2,v New Zealand,Hamilton,5-Feb-17
PJ Cummins (AUS),27,57,35,1,2,77.14,2,v New Zealand,Hamilton,5-Feb-17
MA Starc (AUS),29*,38,23,2,2,126.08,2,v New Zealand,Hamilton,5-Feb-17
A Zampa (AUS),1,8,5,0,0,20,2,v New Zealand,Hamilton,5-Feb-17
JR Hazlewood (AUS),4,5,5,1,0,80,2,v New Zealand,Hamilton,5-Feb-17
HM Amla (SA),1,8,9,0,0,11.11,1,v Sri Lanka,Cape Town,7-Feb-17
Q de Kock (SA),55,78,46,7,2,119.56,1,v Sri Lanka,Cape Town,7-Feb-17
F du Plessis (SA),185,212,141,16,3,131.2,1,v Sri Lanka,Cape Town,7-Feb-17
AB de Villiers (SA),64,81,62,4,0,103.22,1,v Sri Lanka,Cape Town,7-Feb-17
JP Duminy (SA),20,30,22,2,0,90.9,1,v Sri Lanka,Cape Town,7-Feb-17
F Behardien (SA),36*,33,20,4,1,180,1,v Sri Lanka,Cape Town,7-Feb-17
WD Parnell (SA),1*,2,1,0,0,100,1,v Sri Lanka,Cape Town,7-Feb-17
T Shamsi (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Cape Town,7-Feb-17
D Pretorius (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Cape Town,7-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Cape Town,7-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Cape Town,7-Feb-17
N Dickwella (SL),58,65,47,9,0,123.4,2,v South Africa,Cape Town,7-Feb-17
WU Tharanga (SL),119,121,90,11,7,132.22,2,v South Africa,Cape Town,7-Feb-17
BKG Mendis (SL),29,45,34,3,0,85.29,2,v South Africa,Cape Town,7-Feb-17
DS Weerakkody (SL),58,85,51,7,1,113.72,2,v South Africa,Cape Town,7-Feb-17
DM de Silva (SL),5,18,14,0,0,35.71,2,v South Africa,Cape Town,7-Feb-17
DAS Gunaratne (SL),38,48,31,3,1,122.58,2,v South Africa,Cape Town,7-Feb-17
KMDN Kulasekara (SL),1,6,2,0,0,50,2,v South Africa,Cape Town,7-Feb-17
SS Pathirana (SL),1,10,3,0,0,33.33,2,v South Africa,Cape Town,7-Feb-17
LD Madushanka (SL),6,9,8,1,0,75,2,v South Africa,Cape Town,7-Feb-17
CBRLS Kumara (SL),1*,9,7,0,0,14.28,2,v South Africa,Cape Town,7-Feb-17
PADLR Sandakan (SL),1,5,2,0,0,50,2,v South Africa,Cape Town,7-Feb-17
Q de Kock (SA),109,111,87,16,0,125.28,1,v Sri Lanka,Centurion,10-Feb-17
HM Amla (SA),154,217,134,15,5,114.92,1,v Sri Lanka,Centurion,10-Feb-17
F du Plessis (SA),41,46,34,1,2,120.58,1,v Sri Lanka,Centurion,10-Feb-17
AB de Villiers (SA),14,11,9,2,0,155.55,1,v Sri Lanka,Centurion,10-Feb-17
JP Duminy (SA),10,23,12,1,0,83.33,1,v Sri Lanka,Centurion,10-Feb-17
F Behardien (SA),32,30,20,1,2,160,1,v Sri Lanka,Centurion,10-Feb-17
CH Morris (SA),3*,12,4,0,0,75,1,v Sri Lanka,Centurion,10-Feb-17
WD Parnell (SA),1*,5,1,0,0,100,1,v Sri Lanka,Centurion,10-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Centurion,10-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Centurion,10-Feb-17
AL Phehlukwayo (SA),DNB,-,-,-,-,-,1,v Sri Lanka,Centurion,10-Feb-17
N Dickwella (SL),39,34,19,5,2,205.26,2,v South Africa,Centurion,10-Feb-17
WU Tharanga (SL),7,14,11,0,0,63.63,2,v South Africa,Centurion,10-Feb-17
BKG Mendis (SL),1,11,7,0,0,14.28,2,v South Africa,Centurion,10-Feb-17
DS Weerakkody (SL),10,18,9,1,0,111.11,2,v South Africa,Centurion,10-Feb-17
DM de Silva (SL),11,30,19,1,0,57.89,2,v South Africa,Centurion,10-Feb-17
DAS Gunaratne (SL),114*,168,117,14,2,97.43,2,v South Africa,Centurion,10-Feb-17
SS Pathirana (SL),56,66,62,6,1,90.32,2,v South Africa,Centurion,10-Feb-17
LD Madushanka (SL),7,12,10,1,0,70,2,v South Africa,Centurion,10-Feb-17
JDF Vandersay (SL),7,17,18,1,0,38.88,2,v South Africa,Centurion,10-Feb-17
RAS Lakmal (SL),20*,50,28,1,1,71.42,2,v South Africa,Centurion,10-Feb-17
CBRLS Kumara (SL),DNB,-,-,-,-,-,2,v South Africa,Centurion,10-Feb-17
Mohammad Shahzad (AFG),8,8,9,2,0,88.88,1,v Zimbabwe,Harare,16-Feb-17
Noor Ali Zadran (AFG),39,112,71,4,0,54.92,1,v Zimbabwe,Harare,16-Feb-17
Rahmat Shah (AFG),31,85,56,3,0,55.35,1,v Zimbabwe,Harare,16-Feb-17
Asghar Afghan (AFG),50,76,57,1,2,87.71,1,v Zimbabwe,Harare,16-Feb-17
Hashmatullah Shahidi (AFG),21,55,44,1,0,47.72,1,v Zimbabwe,Harare,16-Feb-17
Mohammad Nabi (AFG),6,13,12,0,0,50,1,v Zimbabwe,Harare,16-Feb-17
Najibullah Zadran (AFG),11,30,18,0,0,61.11,1,v Zimbabwe,Harare,16-Feb-17
Gulbadin Naib (AFG),1,4,3,0,0,33.33,1,v Zimbabwe,Harare,16-Feb-17
Rashid Khan (AFG),32,31,18,3,2,177.77,1,v Zimbabwe,Harare,16-Feb-17
Dawlat Zadran (AFG),2,6,6,0,0,33.33,1,v Zimbabwe,Harare,16-Feb-17
Amir Hamza (AFG),0*,9,2,0,0,0,1,v Zimbabwe,Harare,16-Feb-17
PJ Moor (ZIM),18,21,20,4,0,90,2,v Afghanistan,Harare,16-Feb-17
SF Mire (ZIM),2,15,11,0,0,18.18,2,v Afghanistan,Harare,16-Feb-17
CR Ervine (ZIM),38*,99,56,2,0,67.85,2,v Afghanistan,Harare,16-Feb-17
Sikandar Raza (ZIM),12,35,30,2,0,40,2,v Afghanistan,Harare,16-Feb-17
RP Burl (ZIM),28,55,46,3,0,60.86,2,v Afghanistan,Harare,16-Feb-17
TK Musakanda (ZIM),0*,1,1,0,0,0,2,v Afghanistan,Harare,16-Feb-17
AG Cremer (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,16-Feb-17
TL Chatara (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,16-Feb-17
MN Waller (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,16-Feb-17
R Ngarava (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,16-Feb-17
CB Mpofu (ZIM),DNB,-,-,-,-,-,2,v Afghanistan,Harare,16-Feb-17
DG Brownlie (NZ),31,56,39,3,0,79.48,1,v South Africa,Hamilton,19-Feb-17
TWM Latham (NZ),0,16,11,0,0,0,1,v South Africa,Hamilton,19-Feb-17
KS Williamson (NZ),59,73,53,4,2,111.32,1,v South Africa,Hamilton,19-Feb-17
LRPL Taylor (NZ),1,4,3,0,0,33.33,1,v South Africa,Hamilton,19-Feb-17
NT Broom (NZ),2,8,4,0,0,50,1,v South Africa,Hamilton,19-Feb-17
JDS Neesham (NZ),29,66,35,2,0,82.85,1,v South Africa,Hamilton,19-Feb-17
MJ Santner (NZ),17,27,27,2,0,62.96,1,v South Africa,Hamilton,19-Feb-17
C de Grandhomme (NZ),34*,38,19,0,3,178.94,1,v South Africa,Hamilton,19-Feb-17
TG Southee (NZ),24*,19,13,3,1,184.61,1,v South Africa,Hamilton,19-Feb-17
TA Boult (NZ),DNB,-,-,-,-,-,1,v South Africa,Hamilton,19-Feb-17
IS Sodhi (NZ),DNB,-,-,-,-,-,1,v South Africa,Hamilton,19-Feb-17
Q de Kock (SA),69,96,64,9,1,107.81,2,v New Zealand,Hamilton,19-Feb-17
HM Amla (SA),35,63,43,4,0,81.39,2,v New Zealand,Hamilton,19-Feb-17
F du Plessis (SA),14,26,18,1,0,77.77,2,v New Zealand,Hamilton,19-Feb-17
AB de Villiers (SA),37*,72,34,3,0,108.82,2,v New Zealand,Hamilton,19-Feb-17
JP Duminy (SA),1,5,4,0,0,25,2,v New Zealand,Hamilton,19-Feb-17
F Behardien (SA),0,2,1,0,0,0,2,v New Zealand,Hamilton,19-Feb-17
CH Morris (SA),16,22,16,3,0,100,2,v New Zealand,Hamilton,19-Feb-17
AL Phehlukwayo (SA),29*,37,23,2,2,126.08,2,v New Zealand,Hamilton,19-Feb-17
K Rabada (SA),DNB,-,-,-,-,-,2,v New Zealand,Hamilton,19-Feb-17
Imran Tahir (SA),DNB,-,-,-,-,-,2,v New Zealand,Hamilton,19-Feb-17
T Shamsi (SA),DNB,-,-,-,-,-,2,v New Zealand,Hamilton,19-Feb-17
Mohammad Shahzad (AFG),64,112,87,6,0,73.56,1,v Zimbabwe,Harare,19-Feb-17
Noor Ali Zadran (AFG),14,40,28,2,0,50,1,v Zimbabwe,Harare,19-Feb-17
Rahmat Shah (AFG),53,105,66,3,0,80.3,1,v Zimbabwe,Harare,19-Feb-17
Asghar Afghan (AFG),6,21,20,0,0,30,1,v Zimbabwe,Harare,19-Feb-17
Mohammad Nabi (AFG),33,52,33,1,1,100,1,v Zimbabwe,Harare,19-Feb-17
Najibullah Zadran (AFG),45,73,47,1,3,95.74,1,v Zimbabwe,Harare,19-Feb-17
Gulbadin Naib (AFG),5,15,10,0,0,50,1,v Zimbabwe,Harare,19-Feb-17
Rashid Khan (AFG),3,5,5,0,0,60,1,v Zimbabwe,Harare,19-Feb-17
Dawlat Zadran (AFG),1,8,3,0,0,33.33,1,v Zimbabwe,Harare,19-Feb-17
Hashmatullah Shahidi (AFG),2*,3,1,0,0,200,1,v Zimbabwe,Harare,19-Feb-17
Amir Hamza (AFG),0*,1,0,0,0,-,1,v Zimbabwe,Harare,19-Feb-17
SF Mire (ZIM),54,54,55,7,1,98.18,2,v Afghanistan,Harare,19-Feb-17
PJ Moor (ZIM),17,61,35,0,0,48.57,2,v Afghanistan,Harare,19-Feb-17
CR Ervine (ZIM),34,75,52,1,0,65.38,2,v Afghanistan,Harare,19-Feb-17
H Masakadza (ZIM),5,17,11,0,0,45.45,2,v Afghanistan,Harare,19-Feb-17
RP Burl (ZIM),27,67,42,2,0,64.28,2,v Afghanistan,Harare,19-Feb-17
TK Musakanda (ZIM),7,25,8,0,1,87.5,2,v Afghanistan,Harare,19-Feb-17
MN Waller (ZIM),4,5,5,0,0,80,2,v Afghanistan,Harare,19-Feb-17
AG Cremer (ZIM),14*,35,20,0,0,70,2,v Afghanistan,Harare,19-Feb-17
TL Chatara (ZIM),4,5,9,0,0,44.44,2,v Afghanistan,Harare,19-Feb-17
CB Mpofu (ZIM),0,13,8,0,0,0,2,v Afghanistan,Harare,19-Feb-17
R Ngarava (ZIM),10,14,9,0,1,111.11,2,v Afghanistan,Harare,19-Feb-17
PJ Moor (ZIM),10,35,35,1,0,28.57,1,v Afghanistan,Harare,21-Feb-17
SF Mire (ZIM),4,13,8,0,0,50,1,v Afghanistan,Harare,21-Feb-17
TK Musakanda (ZIM),60,113,74,6,1,81.08,1,v Afghanistan,Harare,21-Feb-17
