Player,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
KMDN Kulasekara (SL),7,0,31,2,4.42,2,v Pakistan,Karachi,21-Jan-09
T Thushara (SL),5,0,24,1,4.8,2,v Pakistan,Karachi,21-Jan-09
MF Maharoof (SL),5,0,31,0,6.2,2,v Pakistan,Karachi,21-Jan-09
BAW Mendis (SL),6.5,1,29,3,4.24,2,v Pakistan,Karachi,21-Jan-09
ST Jayasuriya (SL),4,1,23,1,5.75,2,v Pakistan,Karachi,21-Jan-09
M Muralitharan (SL),7,1,19,3,2.71,2,v Pakistan,Karachi,21-Jan-09
KC Sangakkara (SL),DNB,-,-,-,-,2,v Pakistan,Karachi,21-Jan-09
DPMD Jayawardene (SL),DNB,-,-,-,-,2,v Pakistan,Karachi,21-Jan-09
CK Kapugedera (SL),DNB,-,-,-,-,2,v Pakistan,Karachi,21-Jan-09
TM Dilshan (SL),DNB,-,-,-,-,2,v Pakistan,Karachi,21-Jan-09
SHT Kandamby (SL),DNB,-,-,-,-,2,v Pakistan,Karachi,21-Jan-09
Mashrafe Mortaza (BDESH),8,0,26,3,3.25,1,v Zimbabwe,Dhaka,23-Jan-09
Nazmul Hossain (BDESH),7,0,27,0,3.85,1,v Zimbabwe,Dhaka,23-Jan-09
Shakib Al Hasan (BDESH),8,4,15,3,1.87,1,v Zimbabwe,Dhaka,23-Jan-09
Rubel Hossain (BDESH),3,0,17,1,5.66,1,v Zimbabwe,Dhaka,23-Jan-09
Naeem Islam (BDESH),4,0,13,0,3.25,1,v Zimbabwe,Dhaka,23-Jan-09
Mahmudullah (BDESH),7,0,19,2,2.71,1,v Zimbabwe,Dhaka,23-Jan-09
Mushfiqur Rahim (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23-Jan-09
Raqibul Hasan (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23-Jan-09
Mohammad Ashraful (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23-Jan-09
Mehrab Hossain jnr (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23-Jan-09
Tamim Iqbal (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23-Jan-09
EC Rainsford (ZIM),6,1,19,0,3.16,2,v Bangladesh,Dhaka,23-Jan-09
CB Mpofu (ZIM),5,1,27,1,5.4,2,v Bangladesh,Dhaka,23-Jan-09
P Utseya (ZIM),7,0,32,0,4.57,2,v Bangladesh,Dhaka,23-Jan-09
E Chigumbura (ZIM),4.3,0,18,0,4,2,v Bangladesh,Dhaka,23-Jan-09
RW Price (ZIM),7,2,9,2,1.28,2,v Bangladesh,Dhaka,23-Jan-09
KM Dabengwa (ZIM),2,0,8,0,4,2,v Bangladesh,Dhaka,23-Jan-09
S Matsikenyeri (ZIM),1,0,4,0,4,2,v Bangladesh,Dhaka,23-Jan-09
T Taibu (ZIM),DNB,-,-,-,-,2,v Bangladesh,Dhaka,23-Jan-09
V Sibanda (ZIM),DNB,-,-,-,-,2,v Bangladesh,Dhaka,23-Jan-09
H Masakadza (ZIM),DNB,-,-,-,-,2,v Bangladesh,Dhaka,23-Jan-09
SC Williams (ZIM),DNB,-,-,-,-,2,v Bangladesh,Dhaka,23-Jan-09
DW Steyn (SA),8.2,1,47,2,5.64,1,v Australia,Sydney,23-Jan-09
M Ntini (SA),9,0,46,2,5.11,1,v Australia,Sydney,23-Jan-09
JH Kallis (SA),5,0,38,0,7.6,1,v Australia,Sydney,23-Jan-09
JA Morkel (SA),7,0,47,0,6.71,1,v Australia,Sydney,23-Jan-09
J Botha (SA),10,0,32,3,3.2,1,v Australia,Sydney,23-Jan-09
JP Duminy (SA),10,0,52,1,5.2,1,v Australia,Sydney,23-Jan-09
AB de Villiers (SA),DNB,-,-,-,-,1,v Australia,Sydney,23-Jan-09
HM Amla (SA),DNB,-,-,-,-,1,v Australia,Sydney,23-Jan-09
ND McKenzie (SA),DNB,-,-,-,-,1,v Australia,Sydney,23-Jan-09
HH Gibbs (SA),DNB,-,-,-,-,1,v Australia,Sydney,23-Jan-09
MV Boucher (SA),DNB,-,-,-,-,1,v Australia,Sydney,23-Jan-09
SW Tait (AUS),9.3,0,55,1,5.78,2,v South Africa,Sydney,23-Jan-09
NW Bracken (AUS),9,2,29,1,3.22,2,v South Africa,Sydney,23-Jan-09
MG Johnson (AUS),9,0,71,1,7.88,2,v South Africa,Sydney,23-Jan-09
JR Hopes (AUS),10,0,48,0,4.8,2,v South Africa,Sydney,23-Jan-09
NM Hauritz (AUS),9,0,60,2,6.66,2,v South Africa,Sydney,23-Jan-09
DA Warner (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
MEK Hussey (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
DJ Hussey (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
BJ Haddin (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
SE Marsh (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
RT Ponting (AUS),DNB,-,-,-,-,2,v South Africa,Sydney,23-Jan-09
Umar Gul (PAK),9,2,45,3,5,1,v Sri Lanka,Lahore,24-Jan-09
Sohail Khan (PAK),10,1,52,1,5.2,1,v Sri Lanka,Lahore,24-Jan-09
Iftikhar Anjum (PAK),5,0,53,0,10.6,1,v Sri Lanka,Lahore,24-Jan-09
Saeed Ajmal (PAK),9,0,51,0,5.66,1,v Sri Lanka,Lahore,24-Jan-09
Shahid Afridi (PAK),10,0,60,0,6,1,v Sri Lanka,Lahore,24-Jan-09
Shoaib Malik (PAK),7,0,43,0,6.14,1,v Sri Lanka,Lahore,24-Jan-09
Salman Butt (PAK),DNB,-,-,-,-,1,v Sri Lanka,Lahore,24-Jan-09
Kamran Akmal (PAK),DNB,-,-,-,-,1,v Sri Lanka,Lahore,24-Jan-09
Khurram Manzoor (PAK),DNB,-,-,-,-,1,v Sri Lanka,Lahore,24-Jan-09
Misbah-ul-Haq (PAK),DNB,-,-,-,-,1,v Sri Lanka,Lahore,24-Jan-09
Younis Khan (PAK),DNB,-,-,-,-,1,v Sri Lanka,Lahore,24-Jan-09
KMDN Kulasekara (SL),7,2,17,3,2.42,2,v Pakistan,Lahore,24-Jan-09
T Thushara (SL),7,1,33,3,4.71,2,v Pakistan,Lahore,24-Jan-09
BAW Mendis (SL),3,0,10,1,3.33,2,v Pakistan,Lahore,24-Jan-09
MF Maharoof (SL),4,1,12,1,3,2,v Pakistan,Lahore,24-Jan-09
M Muralitharan (SL),1.5,0,2,2,1.09,2,v Pakistan,Lahore,24-Jan-09
CK Kapugedera (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
TM Dilshan (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
ST Jayasuriya (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
SHT Kandamby (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
KC Sangakkara (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
DPMD Jayawardene (SL),DNB,-,-,-,-,2,v Pakistan,Lahore,24-Jan-09
DW Steyn (SA),10,1,49,3,4.9,1,v Australia,Adelaide,26-Jan-09
M Ntini (SA),10,1,52,3,5.2,1,v Australia,Adelaide,26-Jan-09
JA Morkel (SA),6,0,35,1,5.83,1,v Australia,Adelaide,26-Jan-09
M Morkel (SA),9,0,41,1,4.55,1,v Australia,Adelaide,26-Jan-09
J Botha (SA),10,0,28,2,2.8,1,v Australia,Adelaide,26-Jan-09
JP Duminy (SA),3,0,15,0,5,1,v Australia,Adelaide,26-Jan-09
JH Kallis (SA),DNB,-,-,-,-,1,v Australia,Adelaide,26-Jan-09
HH Gibbs (SA),DNB,-,-,-,-,1,v Australia,Adelaide,26-Jan-09
AB de Villiers (SA),DNB,-,-,-,-,1,v Australia,Adelaide,26-Jan-09
HM Amla (SA),DNB,-,-,-,-,1,v Australia,Adelaide,26-Jan-09
ND McKenzie (SA),DNB,-,-,-,-,1,v Australia,Adelaide,26-Jan-09
SW Tait (AUS),9,0,49,0,5.44,2,v South Africa,Adelaide,26-Jan-09
BW Hilfenhaus (AUS),8,0,49,1,6.12,2,v South Africa,Adelaide,26-Jan-09
MG Johnson (AUS),10,0,63,0,6.3,2,v South Africa,Adelaide,26-Jan-09
JR Hopes (AUS),7.1,0,28,1,3.9,2,v South Africa,Adelaide,26-Jan-09
DJ Hussey (AUS),4,0,29,0,7.25,2,v South Africa,Adelaide,26-Jan-09
BJ Haddin (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
RT Ponting (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
DA Warner (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
CL White (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
SE Marsh (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
MEK Hussey (AUS),DNB,-,-,-,-,2,v South Africa,Adelaide,26-Jan-09
PJ Ongondo (KENYA),3,0,19,0,6.33,1,v Zimbabwe,Mombasa,27-Jan-09
NN Odhiambo (KENYA),5,0,57,0,11.4,1,v Zimbabwe,Mombasa,27-Jan-09
LN Onyango (KENYA),7,0,47,1,6.71,1,v Zimbabwe,Mombasa,27-Jan-09
TM Odoyo (KENYA),7,2,38,0,5.42,1,v Zimbabwe,Mombasa,27-Jan-09
HA Varaiya (KENYA),10,0,47,1,4.7,1,v Zimbabwe,Mombasa,27-Jan-09
SO Tikolo (KENYA),10,2,32,2,3.2,1,v Zimbabwe,Mombasa,27-Jan-09
JK Kamande (KENYA),6,0,43,2,7.16,1,v Zimbabwe,Mombasa,27-Jan-09
CO Obuya (KENYA),2,0,18,0,9,1,v Zimbabwe,Mombasa,27-Jan-09
MA Ouma (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27-Jan-09
AA Obanda (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27-Jan-09
SR Waters (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27-Jan-09
EC Rainsford (ZIM),6,0,19,2,3.16,2,v Kenya,Mombasa,27-Jan-09
E Chigumbura (ZIM),5,0,23,2,4.6,2,v Kenya,Mombasa,27-Jan-09
RW Price (ZIM),8.2,1,40,2,4.8,2,v Kenya,Mombasa,27-Jan-09
H Masakadza (ZIM),2,0,10,0,5,2,v Kenya,Mombasa,27-Jan-09
AG Cremer (ZIM),7,1,28,2,4,2,v Kenya,Mombasa,27-Jan-09
P Utseya (ZIM),10,0,34,1,3.4,2,v Kenya,Mombasa,27-Jan-09
KM Dabengwa (ZIM),8,0,41,1,5.12,2,v Kenya,Mombasa,27-Jan-09
SC Williams (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,27-Jan-09
S Matsikenyeri (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,27-Jan-09
F Mutizwa (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,27-Jan-09
V Sibanda (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,27-Jan-09
Z Khan (INDIA),10,2,40,1,4,1,v Sri Lanka,Dambulla,28-Jan-09
MM Patel (INDIA),5,0,32,0,6.4,1,v Sri Lanka,Dambulla,28-Jan-09
I Sharma (INDIA),10,1,52,3,5.2,1,v Sri Lanka,Dambulla,28-Jan-09
PP Ojha (INDIA),10,0,52,1,5.2,1,v Sri Lanka,Dambulla,28-Jan-09
YK Pathan (INDIA),7,0,32,0,4.57,1,v Sri Lanka,Dambulla,28-Jan-09
SK Raina (INDIA),4,0,16,0,4,1,v Sri Lanka,Dambulla,28-Jan-09
RG Sharma (INDIA),4,1,22,0,5.5,1,v Sri Lanka,Dambulla,28-Jan-09
Yuvraj Singh (INDIA),DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28-Jan-09
SR Tendulkar (INDIA),DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28-Jan-09
G Gambhir (INDIA),DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28-Jan-09
MS Dhoni (INDIA),DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28-Jan-09
KMDN Kulasekara (SL),7,0,32,0,4.57,2,v India,Dambulla,28-Jan-09
T Thushara (SL),8,0,44,1,5.5,2,v India,Dambulla,28-Jan-09
MF Maharoof (SL),8,0,35,1,4.37,2,v India,Dambulla,28-Jan-09
BAW Mendis (SL),10,0,47,0,4.7,2,v India,Dambulla,28-Jan-09
M Muralitharan (SL),10,0,52,1,5.2,2,v India,Dambulla,28-Jan-09
TM Dilshan (SL),5.1,0,29,0,5.61,2,v India,Dambulla,28-Jan-09
KC Sangakkara (SL),DNB,-,-,-,-,2,v India,Dambulla,28-Jan-09
DPMD Jayawardene (SL),DNB,-,-,-,-,2,v India,Dambulla,28-Jan-09
CK Kapugedera (SL),DNB,-,-,-,-,2,v India,Dambulla,28-Jan-09
ST Jayasuriya (SL),DNB,-,-,-,-,2,v India,Dambulla,28-Jan-09
SHT Kandamby (SL),DNB,-,-,-,-,2,v India,Dambulla,28-Jan-09
TM Odoyo (KENYA),2,0,12,0,6,1,v Zimbabwe,Mombasa,29-Jan-09
PJ Ongondo (KENYA),10,0,71,1,7.1,1,v Zimbabwe,Mombasa,29-Jan-09
NN Odhiambo (KENYA),10,1,69,1,6.9,1,v Zimbabwe,Mombasa,29-Jan-09
HA Varaiya (KENYA),6,0,38,0,6.33,1,v Zimbabwe,Mombasa,29-Jan-09
SO Tikolo (KENYA),8,0,59,1,7.37,1,v Zimbabwe,Mombasa,29-Jan-09
CO Obuya (KENYA),9,0,57,2,6.33,1,v Zimbabwe,Mombasa,29-Jan-09
JK Kamande (KENYA),5,0,41,1,8.2,1,v Zimbabwe,Mombasa,29-Jan-09
MA Ouma (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29-Jan-09
AA Obanda (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29-Jan-09
KO Otieno (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29-Jan-09
SR Waters (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29-Jan-09
T Mupariwa (ZIM),6,0,37,1,6.16,2,v Kenya,Mombasa,29-Jan-09
E Chigumbura (ZIM),6,1,35,1,5.83,2,v Kenya,Mombasa,29-Jan-09
RW Price (ZIM),8,0,31,1,3.87,2,v Kenya,Mombasa,29-Jan-09
P Utseya (ZIM),10,0,36,1,3.6,2,v Kenya,Mombasa,29-Jan-09
AG Cremer (ZIM),10,0,40,2,4,2,v Kenya,Mombasa,29-Jan-09
KM Dabengwa (ZIM),5.1,0,21,2,4.06,2,v Kenya,Mombasa,29-Jan-09
MN Waller (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,29-Jan-09
H Masakadza (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,29-Jan-09
V Sibanda (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,29-Jan-09
S Matsikenyeri (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,29-Jan-09
F Mutizwa (ZIM),DNB,-,-,-,-,2,v Kenya,Mombasa,29-Jan-09
NW Bracken (AUS),10,0,70,0,7,1,v South Africa,Perth,30-Jan-09
BW Hilfenhaus (AUS),10,0,43,2,4.3,1,v South Africa,Perth,30-Jan-09
MG Johnson (AUS),10,0,68,1,6.8,1,v South Africa,Perth,30-Jan-09
JR Hopes (AUS),9,1,44,3,4.88,1,v South Africa,Perth,30-Jan-09
MJ Clarke (AUS),7,0,30,0,4.28,1,v South Africa,Perth,30-Jan-09
DJ Hussey (AUS),4,0,24,0,6,1,v South Africa,Perth,30-Jan-09
RT Ponting (AUS),DNB,-,-,-,-,1,v South Africa,Perth,30-Jan-09
DA Warner (AUS),DNB,-,-,-,-,1,v South Africa,Perth,30-Jan-09
MEK Hussey (AUS),DNB,-,-,-,-,1,v South Africa,Perth,30-Jan-09
BJ Haddin (AUS),DNB,-,-,-,-,1,v South Africa,Perth,30-Jan-09
SE Marsh (AUS),DNB,-,-,-,-,1,v South Africa,Perth,30-Jan-09
M Morkel (SA),10,0,45,2,4.5,2,v Australia,Perth,30-Jan-09
LL Tsotsobe (SA),9,1,50,4,5.55,2,v Australia,Perth,30-Jan-09
WD Parnell (SA),10,0,52,1,5.2,2,v Australia,Perth,30-Jan-09
J Botha (SA),10,0,38,1,3.8,2,v Australia,Perth,30-Jan-09
JA Morkel (SA),6,0,37,0,6.16,2,v Australia,Perth,30-Jan-09
JP Duminy (SA),4,0,21,1,5.25,2,v Australia,Perth,30-Jan-09
VB van Jaarsveld (SA),DNB,-,-,-,-,2,v Australia,Perth,30-Jan-09
HM Amla (SA),DNB,-,-,-,-,2,v Australia,Perth,30-Jan-09
HH Gibbs (SA),DNB,-,-,-,-,2,v Australia,Perth,30-Jan-09
AB de Villiers (SA),DNB,-,-,-,-,2,v Australia,Perth,30-Jan-09
ND McKenzie (SA),DNB,-,-,-,-,2,v Australia,Perth,30-Jan-09
CB Mpofu (ZIM),9,3,31,2,3.44,1,v Kenya,Nairobi (Gym),31-Jan-09
E Chigumbura (ZIM),7,0,43,0,6.14,1,v Kenya,Nairobi (Gym),31-Jan-09
RW Price (ZIM),8.3,1,41,2,4.82,1,v Kenya,Nairobi (Gym),31-Jan-09
AG Cremer (ZIM),10,1,39,4,3.9,1,v Kenya,Nairobi (Gym),31-Jan-09
P Utseya (ZIM),9,0,39,2,4.33,1,v Kenya,Nairobi (Gym),31-Jan-09
H Masakadza (ZIM),3,0,21,0,7,1,v Kenya,Nairobi (Gym),31-Jan-09
KM Dabengwa (ZIM),3,0,19,0,6.33,1,v Kenya,Nairobi (Gym),31-Jan-09
MN Waller (ZIM),DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31-Jan-09
V Sibanda (ZIM),DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31-Jan-09
S Matsikenyeri (ZIM),DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31-Jan-09
F Mutizwa (ZIM),DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31-Jan-09
PJ Ongondo (KENYA),9,3,42,2,4.66,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
NN Odhiambo (KENYA),8,2,54,1,6.75,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
RL Bhudia (KENYA),8,3,23,1,2.87,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
CO Obuya (KENYA),10,0,49,0,4.9,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
SO Tikolo (KENYA),8,1,39,1,4.87,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
JK Kamande (KENYA),5.2,0,23,1,4.31,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
AA Obanda (KENYA),DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
KO Otieno (KENYA),DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
SR Waters (KENYA),DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
MA Ouma (KENYA),DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
RR Patel (KENYA),DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31-Jan-09
KMDN Kulasekara (SL),9,0,61,2,6.77,1,v India,Colombo (RPS),31-Jan-09
T Thushara (SL),8,0,59,0,7.37,1,v India,Colombo (RPS),31-Jan-09
MF Maharoof (SL),10,0,40,2,4,1,v India,Colombo (RPS),31-Jan-09
BAW Mendis (SL),10,0,44,2,4.4,1,v India,Colombo (RPS),31-Jan-09
M Muralitharan (SL),10,1,32,0,3.2,1,v India,Colombo (RPS),31-Jan-09
TM Dilshan (SL),3,0,19,1,6.33,1,v India,Colombo (RPS),31-Jan-09
CK Kapugedera (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),31-Jan-09
ST Jayasuriya (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),31-Jan-09
SHT Kandamby (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),31-Jan-09
KC Sangakkara (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),31-Jan-09
DPMD Jayawardene (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),31-Jan-09
Z Khan (INDIA),10,0,56,1,5.6,2,v Sri Lanka,Colombo (RPS),31-Jan-09
P Kumar (INDIA),8.2,1,22,1,2.64,2,v Sri Lanka,Colombo (RPS),31-Jan-09
I Sharma (INDIA),10,1,57,4,5.7,2,v Sri Lanka,Colombo (RPS),31-Jan-09
PP Ojha (INDIA),7,0,39,1,5.57,2,v Sri Lanka,Colombo (RPS),31-Jan-09
YK Pathan (INDIA),5,0,21,0,4.2,2,v Sri Lanka,Colombo (RPS),31-Jan-09
V Sehwag (INDIA),5,0,19,0,3.8,2,v Sri Lanka,Colombo (RPS),31-Jan-09
SK Raina (INDIA),4,0,19,0,4.75,2,v Sri Lanka,Colombo (RPS),31-Jan-09
G Gambhir (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31-Jan-09
MS Dhoni (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31-Jan-09
Yuvraj Singh (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31-Jan-09
SR Tendulkar (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31-Jan-09
KD Mills (NZ),9.4,0,35,4,3.62,1,v Australia,Perth,1-Feb-09
TG Southee (NZ),10,0,34,1,3.4,1,v Australia,Perth,1-Feb-09
IE O'Brien (NZ),10,1,43,2,4.3,1,v Australia,Perth,1-Feb-09
DL Vettori (NZ),10,0,22,0,2.2,1,v Australia,Perth,1-Feb-09
JS Patel (NZ),9,0,47,1,5.22,1,v Australia,Perth,1-Feb-09
LRPL Taylor (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
GD Elliott (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
NT Broom (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
PG Fulton (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
MJ Guptill (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
BB McCullum (NZ),DNB,-,-,-,-,1,v Australia,Perth,1-Feb-09
SW Tait (AUS),10,1,40,2,4,2,v New Zealand,Perth,1-Feb-09
NW Bracken (AUS),10,3,35,3,3.5,2,v New Zealand,Perth,1-Feb-09
MG Johnson (AUS),10,2,34,1,3.4,2,v New Zealand,Perth,1-Feb-09
JR Hopes (AUS),10,1,23,1,2.3,2,v New Zealand,Perth,1-Feb-09
MJ Clarke (AUS),6,0,18,1,3,2,v New Zealand,Perth,1-Feb-09
DJ Hussey (AUS),4,0,20,0,5,2,v New Zealand,Perth,1-Feb-09
BJ Haddin (AUS),DNB,-,-,-,-,2,v New Zealand,Perth,1-Feb-09
SE Marsh (AUS),DNB,-,-,-,-,2,v New Zealand,Perth,1-Feb-09
DA Warner (AUS),DNB,-,-,-,-,2,v New Zealand,Perth,1-Feb-09
RT Ponting (AUS),DNB,-,-,-,-,2,v New Zealand,Perth,1-Feb-09
MEK Hussey (AUS),DNB,-,-,-,-,2,v New Zealand,Perth,1-Feb-09
PJ Ongondo (KENYA),10,3,33,1,3.3,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
NN Odhiambo (KENYA),8,1,56,3,7,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
RL Bhudia (KENYA),9,0,42,2,4.66,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
CO Obuya (KENYA),8,0,56,0,7,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
SO Tikolo (KENYA),10,0,44,1,4.4,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
HA Varaiya (KENYA),5,0,45,1,9,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
MA Ouma (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
KO Otieno (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
SR Waters (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
RR Patel (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
AA Obanda (KENYA),DNB,-,-,-,-,1,v Zimbabwe,Nairobi (Gym),1-Feb-09
CB Mpofu (ZIM),10,2,45,0,4.5,2,v Kenya,Nairobi (Gym),1-Feb-09
RW Price (ZIM),10,0,58,1,5.8,2,v Kenya,Nairobi (Gym),1-Feb-09
E Chigumbura (ZIM),7,0,28,4,4,2,v Kenya,Nairobi (Gym),1-Feb-09
H Masakadza (ZIM),4,0,17,0,4.25,2,v Kenya,Nairobi (Gym),1-Feb-09
AG Cremer (ZIM),10,2,34,3,3.4,2,v Kenya,Nairobi (Gym),1-Feb-09
P Utseya (ZIM),8,0,32,1,4,2,v Kenya,Nairobi (Gym),1-Feb-09
S Matsikenyeri (ZIM),DNB,-,-,-,-,2,v Kenya,Nairobi (Gym),1-Feb-09
F Mutizwa (ZIM),DNB,-,-,-,-,2,v Kenya,Nairobi (Gym),1-Feb-09
SC Williams (ZIM),DNB,-,-,-,-,2,v Kenya,Nairobi (Gym),1-Feb-09
V Sibanda (ZIM),DNB,-,-,-,-,2,v Kenya,Nairobi (Gym),1-Feb-09
MN Waller (ZIM),DNB,-,-,-,-,2,v Kenya,Nairobi (Gym),1-Feb-09
KMDN Kulasekara (SL),10,0,68,0,6.8,1,v India,Colombo (RPS),3-Feb-09
CRD Fernando (SL),8,0,63,1,7.87,1,v India,Colombo (RPS),3-Feb-09
MF Maharoof (SL),7,0,68,0,9.71,1,v India,Colombo (RPS),3-Feb-09
BAW Mendis (SL),9,0,64,1,7.11,1,v India,Colombo (RPS),3-Feb-09
M Muralitharan (SL),10,0,60,1,6,1,v India,Colombo (RPS),3-Feb-09
ST Jayasuriya (SL),6,1,40,0,6.66,1,v India,Colombo (RPS),3-Feb-09
KC Sangakkara (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),3-Feb-09
DPMD Jayawardene (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),3-Feb-09
CK Kapugedera (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),3-Feb-09
TM Dilshan (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),3-Feb-09
SHT Kandamby (SL),DNB,-,-,-,-,1,v India,Colombo (RPS),3-Feb-09
Z Khan (INDIA),8,1,44,1,5.5,2,v Sri Lanka,Colombo (RPS),3-Feb-09
P Kumar (INDIA),7,0,41,2,5.85,2,v Sri Lanka,Colombo (RPS),3-Feb-09
I Sharma (INDIA),5,0,35,0,7,2,v Sri Lanka,Colombo (RPS),3-Feb-09
PP Ojha (INDIA),10,0,38,4,3.8,2,v Sri Lanka,Colombo (RPS),3-Feb-09
V Sehwag (INDIA),7,0,30,1,4.28,2,v Sri Lanka,Colombo (RPS),3-Feb-09
Yuvraj Singh (INDIA),3.4,0,14,1,3.81,2,v Sri Lanka,Colombo (RPS),3-Feb-09
SR Tendulkar (INDIA),1,0,11,0,11,2,v Sri Lanka,Colombo (RPS),3-Feb-09
YK Pathan (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),3-Feb-09
SK Raina (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),3-Feb-09
G Gambhir (INDIA),DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),3-Feb-09
