,Player_Name,Country,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
260,Kamran Akmal ,PAK,DNB,-,-,-,-,-,2,v Sri Lanka,Karachi,20 Jan 2009
261,Sohail Tanvir ,PAK,DNB,-,-,-,-,-,2,v Sri Lanka,Karachi,20 Jan 2009
262,Shoaib Akhtar ,PAK,DNB,-,-,-,-,-,2,v Sri Lanka,Karachi,20 Jan 2009
263,Umar Gul ,PAK,DNB,-,-,-,-,-,2,v Sri Lanka,Karachi,20 Jan 2009
264,V Sibanda ,ZIM,7,54,39,0,0,17.94,1,v Bangladesh,Dhaka,21 Jan 2009
265,H Masakadza ,ZIM,17,45,27,3,0,62.96,1,v Bangladesh,Dhaka,21 Jan 2009
266,S Matsikenyeri ,ZIM,10,35,20,1,0,50.00,1,v Bangladesh,Dhaka,21 Jan 2009
267,T Taibu ,ZIM,3,14,8,0,0,37.50,1,v Bangladesh,Dhaka,21 Jan 2009
268,SC Williams ,ZIM,59,130,89,3,1,66.29,1,v Bangladesh,Dhaka,21 Jan 2009
269,E Chigumbura ,ZIM,1,6,4,0,0,25.00,1,v Bangladesh,Dhaka,21 Jan 2009
270,MN Waller ,ZIM,1,7,7,0,0,14.28,1,v Bangladesh,Dhaka,21 Jan 2009
271,P Utseya ,ZIM,38,111,101,2,1,37.62,1,v Bangladesh,Dhaka,21 Jan 2009
272,RW Price ,ZIM,7,9,6,1,0,116.66,1,v Bangladesh,Dhaka,21 Jan 2009
273,T Mupariwa ,ZIM,1*,3,1,0,0,100.00,1,v Bangladesh,Dhaka,21 Jan 2009
274,EC Rainsford ,ZIM,DNB,-,-,-,-,-,1,v Bangladesh,Dhaka,21 Jan 2009
275,Tamim Iqbal ,BDESH,21,31,27,3,0,77.77,2,v Zimbabwe,Dhaka,21 Jan 2009
276,Mehrab Hossain jnr ,BDESH,43,108,85,5,0,50.58,2,v Zimbabwe,Dhaka,21 Jan 2009
277,Mohammad Ashraful ,BDESH,5,22,13,1,0,38.46,2,v Zimbabwe,Dhaka,21 Jan 2009
278,Raqibul Hasan ,BDESH,52*,127,100,7,0,52.00,2,v Zimbabwe,Dhaka,21 Jan 2009
279,Shakib Al Hasan ,BDESH,22,43,24,3,0,91.66,2,v Zimbabwe,Dhaka,21 Jan 2009
280,Mushfiqur Rahim ,BDESH,13*,29,20,1,1,65.00,2,v Zimbabwe,Dhaka,21 Jan 2009
281,Mahmudullah ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21 Jan 2009
282,Naeem Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21 Jan 2009
283,Nazmul Hossain ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21 Jan 2009
284,Rubel Hossain ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21 Jan 2009
285,Mashrafe Mortaza ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21 Jan 2009
286,TM Dilshan ,SL,76,141,88,11,0,86.36,1,v Pakistan,Karachi,21 Jan 2009
287,ST Jayasuriya ,SL,19,34,17,4,0,111.76,1,v Pakistan,Karachi,21 Jan 2009
288,KC Sangakkara ,SL,16,29,22,3,0,72.72,1,v Pakistan,Karachi,21 Jan 2009
289,SHT Kandamby ,SL,59,100,79,4,0,74.68,1,v Pakistan,Karachi,21 Jan 2009
290,DPMD Jayawardene ,SL,24,59,34,1,0,70.58,1,v Pakistan,Karachi,21 Jan 2009
291,CK Kapugedera ,SL,44,71,39,2,2,112.82,1,v Pakistan,Karachi,21 Jan 2009
292,MF Maharoof ,SL,17,15,13,2,0,130.76,1,v Pakistan,Karachi,21 Jan 2009
293,T Thushara ,SL,8,9,7,0,0,114.28,1,v Pakistan,Karachi,21 Jan 2009
294,M Muralitharan ,SL,11*,11,7,1,0,157.14,1,v Pakistan,Karachi,21 Jan 2009
295,KMDN Kulasekara ,SL,0*,1,0,0,0,-,1,v Pakistan,Karachi,21 Jan 2009
296,BAW Mendis ,SL,DNB,-,-,-,-,-,1,v Pakistan,Karachi,21 Jan 2009
297,Khurram Manzoor ,PAK,1,4,2,0,0,50.00,2,v Sri Lanka,Karachi,21 Jan 2009
298,Salman Butt ,PAK,62,117,87,6,0,71.26,2,v Sri Lanka,Karachi,21 Jan 2009
299,Younis Khan ,PAK,4,8,6,1,0,66.66,2,v Sri Lanka,Karachi,21 Jan 2009
300,Misbah-ul-Haq ,PAK,1,4,2,0,0,50.00,2,v Sri Lanka,Karachi,21 Jan 2009
301,Shoaib Malik ,PAK,54,94,52,5,1,103.84,2,v Sri Lanka,Karachi,21 Jan 2009
302,Kamran Akmal ,PAK,6,17,10,0,0,60.00,2,v Sri Lanka,Karachi,21 Jan 2009
303,Shahid Afridi ,PAK,14,28,19,1,0,73.68,2,v Sri Lanka,Karachi,21 Jan 2009
304,Sohail Tanvir ,PAK,1,3,2,0,0,50.00,2,v Sri Lanka,Karachi,21 Jan 2009
305,Umar Gul ,PAK,0,6,6,0,0,0.00,2,v Sri Lanka,Karachi,21 Jan 2009
306,Iftikhar Anjum ,PAK,5,16,13,1,0,38.46,2,v Sri Lanka,Karachi,21 Jan 2009
307,Shoaib Akhtar ,PAK,1*,12,10,0,0,10.00,2,v Sri Lanka,Karachi,21 Jan 2009
308,V Sibanda ,ZIM,0,3,5,0,0,0.00,1,v Bangladesh,Dhaka,23 Jan 2009
309,H Masakadza ,ZIM,10,23,11,2,0,90.90,1,v Bangladesh,Dhaka,23 Jan 2009
310,S Matsikenyeri ,ZIM,10,37,27,1,0,37.03,1,v Bangladesh,Dhaka,23 Jan 2009
311,T Taibu ,ZIM,12,37,17,1,0,70.58,1,v Bangladesh,Dhaka,23 Jan 2009
312,SC Williams ,ZIM,38,63,46,5,0,82.60,1,v Bangladesh,Dhaka,23 Jan 2009
313,P Utseya ,ZIM,6,29,23,1,0,26.08,1,v Bangladesh,Dhaka,23 Jan 2009
314,E Chigumbura ,ZIM,7,18,19,0,0,36.84,1,v Bangladesh,Dhaka,23 Jan 2009
315,KM Dabengwa ,ZIM,21*,46,42,2,0,50.00,1,v Bangladesh,Dhaka,23 Jan 2009
316,RW Price ,ZIM,7,22,19,1,0,36.84,1,v Bangladesh,Dhaka,23 Jan 2009
317,EC Rainsford ,ZIM,1,11,9,0,0,11.11,1,v Bangladesh,Dhaka,23 Jan 2009
318,CB Mpofu ,ZIM,1*,6,4,0,0,25.00,1,v Bangladesh,Dhaka,23 Jan 2009
319,Tamim Iqbal ,BDESH,34,67,49,5,0,69.38,2,v Zimbabwe,Dhaka,23 Jan 2009
320,Mehrab Hossain jnr ,BDESH,2,42,25,0,0,8.00,2,v Zimbabwe,Dhaka,23 Jan 2009
321,Mohammad Ashraful ,BDESH,3,46,31,0,0,9.67,2,v Zimbabwe,Dhaka,23 Jan 2009
322,Raqibul Hasan ,BDESH,14,45,23,3,0,60.86,2,v Zimbabwe,Dhaka,23 Jan 2009
323,Shakib Al Hasan ,BDESH,33*,60,36,4,0,91.66,2,v Zimbabwe,Dhaka,23 Jan 2009
324,Mushfiqur Rahim ,BDESH,20*,36,31,3,0,64.51,2,v Zimbabwe,Dhaka,23 Jan 2009
325,Mashrafe Mortaza ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23 Jan 2009
326,Mahmudullah ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23 Jan 2009
327,Naeem Islam ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23 Jan 2009
328,Nazmul Hossain ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23 Jan 2009
329,Rubel Hossain ,BDESH,DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23 Jan 2009
330,SE Marsh ,AUS,43,119,63,4,0,68.25,1,v South Africa,Sydney,23 Jan 2009
331,DA Warner ,AUS,69,96,60,6,2,115.00,1,v South Africa,Sydney,23 Jan 2009
332,RT Ponting ,AUS,29,50,27,3,0,107.40,1,v South Africa,Sydney,23 Jan 2009
333,MEK Hussey ,AUS,12,17,15,1,0,80.00,1,v South Africa,Sydney,23 Jan 2009
334,DJ Hussey ,AUS,36,70,44,2,0,81.81,1,v South Africa,Sydney,23 Jan 2009
335,BJ Haddin ,AUS,6,14,15,0,0,40.00,1,v South Africa,Sydney,23 Jan 2009
336,JR Hopes ,AUS,33,68,56,2,0,58.92,1,v South Africa,Sydney,23 Jan 2009
337,MG Johnson ,AUS,10,8,6,2,0,166.66,1,v South Africa,Sydney,23 Jan 2009
338,NM Hauritz ,AUS,7,6,4,1,0,175.00,1,v South Africa,Sydney,23 Jan 2009
339,NW Bracken ,AUS,6*,15,5,0,0,120.00,1,v South Africa,Sydney,23 Jan 2009
340,SW Tait ,AUS,0,7,1,0,0,0.00,1,v South Africa,Sydney,23 Jan 2009
341,HM Amla ,SA,13,27,19,1,0,68.42,2,v Australia,Sydney,23 Jan 2009
342,HH Gibbs ,SA,64,74,52,10,1,123.07,2,v Australia,Sydney,23 Jan 2009
343,JH Kallis ,SA,60,91,72,5,0,83.33,2,v Australia,Sydney,23 Jan 2009
344,AB de Villiers ,SA,5,13,4,1,0,125.00,2,v Australia,Sydney,23 Jan 2009
345,JP Duminy ,SA,9,27,23,1,0,39.13,2,v Australia,Sydney,23 Jan 2009
346,ND McKenzie ,SA,27,60,42,2,0,64.28,2,v Australia,Sydney,23 Jan 2009
347,MV Boucher ,SA,31*,97,44,1,0,70.45,2,v Australia,Sydney,23 Jan 2009
348,JA Morkel ,SA,40,33,22,6,1,181.81,2,v Australia,Sydney,23 Jan 2009
349,J Botha ,SA,4*,5,3,1,0,133.33,2,v Australia,Sydney,23 Jan 2009
350,DW Steyn ,SA,DNB,-,-,-,-,-,2,v Australia,Sydney,23 Jan 2009
351,M Ntini ,SA,DNB,-,-,-,-,-,2,v Australia,Sydney,23 Jan 2009
352,TM Dilshan ,SL,137*,221,139,10,0,98.56,1,v Pakistan,Lahore,24 Jan 2009
353,ST Jayasuriya ,SL,45,83,50,5,1,90.00,1,v Pakistan,Lahore,24 Jan 2009
354,KC Sangakkara ,SL,50,63,58,2,0,86.20,1,v Pakistan,Lahore,24 Jan 2009
355,SHT Kandamby ,SL,32,33,34,2,0,94.11,1,v Pakistan,Lahore,24 Jan 2009
356,DPMD Jayawardene ,SL,18,23,12,3,0,150.00,1,v Pakistan,Lahore,24 Jan 2009
357,CK Kapugedera ,SL,0,1,2,0,0,0.00,1,v Pakistan,Lahore,24 Jan 2009
358,MF Maharoof ,SL,8*,10,6,1,0,133.33,1,v Pakistan,Lahore,24 Jan 2009
359,BAW Mendis ,SL,DNB,-,-,-,-,-,1,v Pakistan,Lahore,24 Jan 2009
360,M Muralitharan ,SL,DNB,-,-,-,-,-,1,v Pakistan,Lahore,24 Jan 2009
361,KMDN Kulasekara ,SL,DNB,-,-,-,-,-,1,v Pakistan,Lahore,24 Jan 2009
362,T Thushara ,SL,DNB,-,-,-,-,-,1,v Pakistan,Lahore,24 Jan 2009
363,Khurram Manzoor ,PAK,3,28,19,0,0,15.78,2,v Sri Lanka,Lahore,24 Jan 2009
364,Younis Khan ,PAK,4,8,6,1,0,66.66,2,v Sri Lanka,Lahore,24 Jan 2009
365,Salman Butt ,PAK,0,2,1,0,0,0.00,2,v Sri Lanka,Lahore,24 Jan 2009
366,Kamran Akmal ,PAK,9,12,12,1,0,75.00,2,v Sri Lanka,Lahore,24 Jan 2009
367,Shoaib Malik ,PAK,19,63,32,2,0,59.37,2,v Sri Lanka,Lahore,24 Jan 2009
368,Misbah-ul-Haq ,PAK,0,7,7,0,0,0.00,2,v Sri Lanka,Lahore,24 Jan 2009
369,Shahid Afridi ,PAK,0,5,3,0,0,0.00,2,v Sri Lanka,Lahore,24 Jan 2009
370,Umar Gul ,PAK,27,43,35,3,1,77.14,2,v Sri Lanka,Lahore,24 Jan 2009
371,Iftikhar Anjum ,PAK,0,9,5,0,0,0.00,2,v Sri Lanka,Lahore,24 Jan 2009
372,Sohail Khan ,PAK,4,14,9,1,0,44.44,2,v Sri Lanka,Lahore,24 Jan 2009
373,Saeed Ajmal ,PAK,2*,7,8,0,0,25.00,2,v Sri Lanka,Lahore,24 Jan 2009
374,SE Marsh ,AUS,13,14,9,3,0,144.44,1,v South Africa,Adelaide,26 Jan 2009
375,DA Warner ,AUS,1,9,7,0,0,14.28,1,v South Africa,Adelaide,26 Jan 2009
376,RT Ponting ,AUS,63,87,70,9,0,90.00,1,v South Africa,Adelaide,26 Jan 2009
377,MEK Hussey ,AUS,28,75,37,1,1,75.67,1,v South Africa,Adelaide,26 Jan 2009
378,DJ Hussey ,AUS,24,41,29,3,0,82.75,1,v South Africa,Adelaide,26 Jan 2009
379,BJ Haddin ,AUS,3,9,10,0,0,30.00,1,v South Africa,Adelaide,26 Jan 2009
380,CL White ,AUS,30,61,54,1,1,55.55,1,v South Africa,Adelaide,26 Jan 2009
381,JR Hopes ,AUS,42,67,44,2,1,95.45,1,v South Africa,Adelaide,26 Jan 2009
382,MG Johnson ,AUS,0,7,7,0,0,0.00,1,v South Africa,Adelaide,26 Jan 2009
383,BW Hilfenhaus ,AUS,5,32,17,0,0,29.41,1,v South Africa,Adelaide,26 Jan 2009
384,SW Tait ,AUS,4*,8,6,0,0,66.66,1,v South Africa,Adelaide,26 Jan 2009
385,HM Amla ,SA,80*,157,103,7,0,77.66,2,v Australia,Adelaide,26 Jan 2009
386,HH Gibbs ,SA,38,36,29,8,0,131.03,2,v Australia,Adelaide,26 Jan 2009
387,JH Kallis ,SA,13,13,12,3,0,108.33,2,v Australia,Adelaide,26 Jan 2009
388,AB de Villiers ,SA,82*,106,85,6,1,96.47,2,v Australia,Adelaide,26 Jan 2009
389,J Botha ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
390,JA Morkel ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
391,ND McKenzie ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
392,DW Steyn ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
393,JP Duminy ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
394,M Ntini ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
395,M Morkel ,SA,DNB,-,-,-,-,-,2,v Australia,Adelaide,26 Jan 2009
396,H Masakadza ,ZIM,71,-,61,11,1,116.39,1,v Kenya,Mombasa,27 Jan 2009
397,V Sibanda ,ZIM,77,-,130,8,1,59.23,1,v Kenya,Mombasa,27 Jan 2009
398,S Matsikenyeri ,ZIM,6,-,21,0,0,28.57,1,v Kenya,Mombasa,27 Jan 2009
399,SC Williams ,ZIM,11,-,26,1,0,42.30,1,v Kenya,Mombasa,27 Jan 2009
400,E Chigumbura ,ZIM,79,-,38,3,7,207.89,1,v Kenya,Mombasa,27 Jan 2009
401,F Mutizwa ,ZIM,20,-,16,3,0,125.00,1,v Kenya,Mombasa,27 Jan 2009
402,KM Dabengwa ,ZIM,17,-,5,1,2,340.00,1,v Kenya,Mombasa,27 Jan 2009
403,RW Price ,ZIM,6*,-,4,1,0,150.00,1,v Kenya,Mombasa,27 Jan 2009
404,P Utseya ,ZIM,2*,-,2,0,0,100.00,1,v Kenya,Mombasa,27 Jan 2009
405,AG Cremer ,ZIM,DNB,-,-,-,-,-,1,v Kenya,Mombasa,27 Jan 2009
406,EC Rainsford ,ZIM,DNB,-,-,-,-,-,1,v Kenya,Mombasa,27 Jan 2009
407,MA Ouma ,KENYA,3,-,16,0,0,18.75,2,v Zimbabwe,Mombasa,27 Jan 2009
408,SR Waters ,KENYA,32,-,44,5,0,72.72,2,v Zimbabwe,Mombasa,27 Jan 2009
409,AA Obanda ,KENYA,6,-,6,0,1,100.00,2,v Zimbabwe,Mombasa,27 Jan 2009
410,SO Tikolo ,KENYA,37,-,43,4,0,86.04,2,v Zimbabwe,Mombasa,27 Jan 2009
411,CO Obuya ,KENYA,0,-,5,0,0,0.00,2,v Zimbabwe,Mombasa,27 Jan 2009
412,JK Kamande ,KENYA,74,-,86,6,2,86.04,2,v Zimbabwe,Mombasa,27 Jan 2009
413,TM Odoyo ,KENYA,0,-,5,0,0,0.00,2,v Zimbabwe,Mombasa,27 Jan 2009
414,HA Varaiya ,KENYA,34,-,64,2,0,53.12,2,v Zimbabwe,Mombasa,27 Jan 2009
415,NN Odhiambo ,KENYA,2,-,6,0,0,33.33,2,v Zimbabwe,Mombasa,27 Jan 2009
416,LN Onyango ,KENYA,2*,-,2,0,0,100.00,2,v Zimbabwe,Mombasa,27 Jan 2009
417,PJ Ongondo ,KENYA,0,-,2,0,0,0.00,2,v Zimbabwe,Mombasa,27 Jan 2009
418,TM Dilshan ,SL,0,3,3,0,0,0.00,1,v India,Dambulla,28 Jan 2009
419,ST Jayasuriya ,SL,107,166,114,10,1,93.85,1,v India,Dambulla,28 Jan 2009
420,KC Sangakkara ,SL,44,113,86,2,0,51.16,1,v India,Dambulla,28 Jan 2009
421,SHT Kandamby ,SL,17,41,32,1,0,53.12,1,v India,Dambulla,28 Jan 2009
422,MF Maharoof ,SL,35,41,27,2,1,129.62,1,v India,Dambulla,28 Jan 2009
423,DPMD Jayawardene ,SL,11,27,19,0,0,57.89,1,v India,Dambulla,28 Jan 2009
424,CK Kapugedera ,SL,15,23,11,0,1,136.36,1,v India,Dambulla,28 Jan 2009
425,T Thushara ,SL,12*,16,10,0,1,120.00,1,v India,Dambulla,28 Jan 2009
426,KMDN Kulasekara ,SL,0*,1,0,0,0,-,1,v India,Dambulla,28 Jan 2009
427,BAW Mendis ,SL,DNB,-,-,-,-,-,1,v India,Dambulla,28 Jan 2009
428,M Muralitharan ,SL,DNB,-,-,-,-,-,1,v India,Dambulla,28 Jan 2009
429,G Gambhir ,INDIA,62,105,68,5,0,91.17,2,v Sri Lanka,Dambulla,28 Jan 2009
430,SR Tendulkar ,INDIA,5,15,16,0,0,31.25,2,v Sri Lanka,Dambulla,28 Jan 2009
431,SK Raina ,INDIA,54,100,71,3,1,76.05,2,v Sri Lanka,Dambulla,28 Jan 2009
432,Yuvraj Singh ,INDIA,23,52,40,2,0,57.50,2,v Sri Lanka,Dambulla,28 Jan 2009
433,MS Dhoni ,INDIA,61*,85,65,5,0,93.84,2,v Sri Lanka,Dambulla,28 Jan 2009
434,RG Sharma ,INDIA,25*,44,30,3,0,83.33,2,v Sri Lanka,Dambulla,28 Jan 2009
435,Z Khan ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28 Jan 2009
436,PP Ojha ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28 Jan 2009
437,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28 Jan 2009
438,YK Pathan ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28 Jan 2009
439,I Sharma ,INDIA,DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28 Jan 2009
440,H Masakadza ,ZIM,23,-,28,3,0,82.14,1,v Kenya,Mombasa,29 Jan 2009
441,V Sibanda ,ZIM,41,-,56,3,1,73.21,1,v Kenya,Mombasa,29 Jan 2009
442,S Matsikenyeri ,ZIM,90,-,95,8,1,94.73,1,v Kenya,Mombasa,29 Jan 2009
443,KM Dabengwa ,ZIM,25,-,29,2,0,86.20,1,v Kenya,Mombasa,29 Jan 2009
444,MN Waller ,ZIM,63,-,54,8,0,116.66,1,v Kenya,Mombasa,29 Jan 2009
445,E Chigumbura ,ZIM,68,-,29,10,3,234.48,1,v Kenya,Mombasa,29 Jan 2009
446,F Mutizwa ,ZIM,5,-,4,1,0,125.00,1,v Kenya,Mombasa,29 Jan 2009
447,P Utseya ,ZIM,5*,-,6,0,0,83.33,1,v Kenya,Mombasa,29 Jan 2009
448,RW Price ,ZIM,1*,-,1,0,0,100.00,1,v Kenya,Mombasa,29 Jan 2009
449,AG Cremer ,ZIM,DNB,-,-,-,-,-,1,v Kenya,Mombasa,29 Jan 2009
450,T Mupariwa ,ZIM,DNB,-,-,-,-,-,1,v Kenya,Mombasa,29 Jan 2009
451,SR Waters ,KENYA,0,-,3,0,0,0.00,2,v Zimbabwe,Mombasa,29 Jan 2009
452,KO Otieno ,KENYA,37,-,50,5,0,74.00,2,v Zimbabwe,Mombasa,29 Jan 2009
453,AA Obanda ,KENYA,2,-,9,0,0,22.22,2,v Zimbabwe,Mombasa,29 Jan 2009
454,SO Tikolo ,KENYA,56,-,48,6,2,116.66,2,v Zimbabwe,Mombasa,29 Jan 2009
455,MA Ouma ,KENYA,29,-,43,1,0,67.44,2,v Zimbabwe,Mombasa,29 Jan 2009
456,JK Kamande ,KENYA,8,-,8,1,0,100.00,2,v Zimbabwe,Mombasa,29 Jan 2009
457,CO Obuya ,KENYA,21,-,43,1,0,48.83,2,v Zimbabwe,Mombasa,29 Jan 2009
458,HA Varaiya ,KENYA,17,-,39,1,0,43.58,2,v Zimbabwe,Mombasa,29 Jan 2009
459,NN Odhiambo ,KENYA,3,-,9,0,0,33.33,2,v Zimbabwe,Mombasa,29 Jan 2009
460,PJ Ongondo ,KENYA,18*,-,19,0,2,94.73,2,v Zimbabwe,Mombasa,29 Jan 2009
461,TM Odoyo ,KENYA,absent,-,-,-,-,-,2,v Zimbabwe,Mombasa,29 Jan 2009
462,HM Amla ,SA,97,156,117,6,1,82.90,1,v Australia,Perth,30 Jan 2009
463,HH Gibbs ,SA,7,18,15,0,0,46.66,1,v Australia,Perth,30 Jan 2009
464,ND McKenzie ,SA,10,33,28,1,0,35.71,1,v Australia,Perth,30 Jan 2009
465,AB de Villiers ,SA,60,85,71,4,0,84.50,1,v Australia,Perth,30 Jan 2009
466,JP Duminy ,SA,60*,64,42,3,3,142.85,1,v Australia,Perth,30 Jan 2009
467,JA Morkel ,SA,14,12,12,2,0,116.66,1,v Australia,Perth,30 Jan 2009
468,VB van Jaarsveld ,SA,5,18,8,0,0,62.50,1,v Australia,Perth,30 Jan 2009
469,J Botha ,SA,14*,12,7,2,0,200.00,1,v Australia,Perth,30 Jan 2009
470,LL Tsotsobe ,SA,DNB,-,-,-,-,-,1,v Australia,Perth,30 Jan 2009
471,WD Parnell ,SA,DNB,-,-,-,-,-,1,v Australia,Perth,30 Jan 2009
472,M Morkel ,SA,DNB,-,-,-,-,-,1,v Australia,Perth,30 Jan 2009
473,SE Marsh ,AUS,5,8,11,1,0,45.45,2,v South Africa,Perth,30 Jan 2009
474,DA Warner ,AUS,22,58,29,1,1,75.86,2,v South Africa,Perth,30 Jan 2009
475,RT Ponting ,AUS,12,25,20,2,0,60.00,2,v South Africa,Perth,30 Jan 2009
476,MJ Clarke ,AUS,0,5,4,0,0,0.00,2,v South Africa,Perth,30 Jan 2009
477,MEK Hussey ,AUS,78,123,96,5,1,81.25,2,v South Africa,Perth,30 Jan 2009
478,DJ Hussey ,AUS,32,62,51,1,0,62.74,2,v South Africa,Perth,30 Jan 2009
479,BJ Haddin ,AUS,63,92,50,5,1,126.00,2,v South Africa,Perth,30 Jan 2009
480,JR Hopes ,AUS,11,23,14,0,0,78.57,2,v South Africa,Perth,30 Jan 2009
481,MG Johnson ,AUS,5,18,9,0,0,55.55,2,v South Africa,Perth,30 Jan 2009
482,NW Bracken ,AUS,5,13,8,0,0,62.50,2,v South Africa,Perth,30 Jan 2009
483,BW Hilfenhaus ,AUS,1*,4,3,0,0,33.33,2,v South Africa,Perth,30 Jan 2009
484,SR Waters ,KENYA,0,-,1,0,0,0.00,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
485,KO Otieno ,KENYA,19,-,39,4,0,48.71,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
486,AA Obanda ,KENYA,49,-,70,6,2,70.00,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
487,SO Tikolo ,KENYA,22,-,32,2,0,68.75,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
488,MA Ouma ,KENYA,33,-,43,1,0,76.74,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
489,JK Kamande ,KENYA,0,-,2,0,0,0.00,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
490,CO Obuya ,KENYA,55,-,63,4,1,87.30,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
491,RR Patel ,KENYA,3,-,10,0,0,30.00,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
492,RL Bhudia ,KENYA,22,-,15,1,1,146.66,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
493,NN Odhiambo ,KENYA,23,-,19,4,0,121.05,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
494,PJ Ongondo ,KENYA,5*,-,4,0,0,125.00,1,v Zimbabwe,Nairobi (Gym),31 Jan 2009
495,H Masakadza ,ZIM,24,-,29,4,0,82.75,2,v Kenya,Nairobi (Gym),31 Jan 2009
496,V Sibanda ,ZIM,18,-,30,3,0,60.00,2,v Kenya,Nairobi (Gym),31 Jan 2009
497,S Matsikenyeri ,ZIM,6,-,22,0,0,27.27,2,v Kenya,Nairobi (Gym),31 Jan 2009
498,KM Dabengwa ,ZIM,17,-,50,2,0,34.00,2,v Kenya,Nairobi (Gym),31 Jan 2009
499,MN Waller ,ZIM,5,-,19,0,0,26.31,2,v Kenya,Nairobi (Gym),31 Jan 2009
500,E Chigumbura ,ZIM,43,-,50,5,0,86.00,2,v Kenya,Nairobi (Gym),31 Jan 2009
501,P Utseya ,ZIM,68*,-,65,6,2,104.61,2,v Kenya,Nairobi (Gym),31 Jan 2009
502,F Mutizwa ,ZIM,38*,-,27,3,2,140.74,2,v Kenya,Nairobi (Gym),31 Jan 2009
503,RW Price ,ZIM,DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31 Jan 2009
504,CB Mpofu ,ZIM,DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31 Jan 2009
505,AG Cremer ,ZIM,DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31 Jan 2009
506,V Sehwag ,INDIA,42,58,26,7,0,161.53,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
507,SR Tendulkar ,INDIA,6,11,9,0,0,66.66,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
508,G Gambhir ,INDIA,27,31,28,4,0,96.42,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
509,Yuvraj Singh ,INDIA,66,100,88,7,1,75.00,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
510,SK Raina ,INDIA,29,74,43,0,1,67.44,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
511,MS Dhoni ,INDIA,23,55,35,0,0,65.71,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
512,YK Pathan ,INDIA,21,33,28,2,0,75.00,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
513,Z Khan ,INDIA,17,35,23,0,1,73.91,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
514,P Kumar ,INDIA,15,22,21,1,0,71.42,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
515,PP Ojha ,INDIA,0*,1,0,0,0,-,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
516,I Sharma ,INDIA,DNB,-,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31 Jan 2009
517,TM Dilshan ,SL,8,13,8,1,0,100.00,2,v India,Colombo (RPS),31 Jan 2009
518,ST Jayasuriya ,SL,17,35,24,1,0,70.83,2,v India,Colombo (RPS),31 Jan 2009
519,KC Sangakkara ,SL,4,28,8,0,0,50.00,2,v India,Colombo (RPS),31 Jan 2009
